expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
にやにや・にやりと	にやにや・にやりと	557	にやにや・にやりと		[sound:yomichan_audio_ニヤニヤ.mp3]	cười khỉnh, cười nham hiểm																<ol><li> 「 何[なに]をニヤニヤしているんだ。 気持[きも]ち 悪[わる]い」</li><li>  悪事[あくじ]が 成功[せいこう]したときのことを 想像[そうぞう]して、 彼[かれ]はにやりと 笑[わら]った。</li></ol>	<ol><li>Có con gì kêu meo meo thê gì, bực mình quá.</li><li>Tưởng tưởng đến chuyện việc ác sẽ thành công, anh ta cười nhếch mép.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
どきどき・どきりと	どきどき・どきりと	558	どきどき・どきりと		[sound:yomichan_audio_ドキドキ.mp3]	hồi hộp																<ol><li>  緊張[きんちょう]で 胸[むね]がどきどきする。</li><li>  隠[かく]していたことを 指摘[してき]されて、どきりとした。</li></ol>	<ol><li>Hồi hộp làm tim đập thình thịch.</li><li>Hồi hộp vì bị chỉ trích chuyện đã giấu diếm.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
はらはら	はらはら	559	はらはら		[sound:yomichan_audio_ハラハラ.mp3]	lo lắng, hồi hộp , xào xạc (tiếng lá rơi)																<ol><li>  桜[さくら]の 花[はな]びらがはらはらと 散[ち]った。</li><li>  少女[しょうじょ]ははらはらと 涙[なみだ]だ 流[なが]した。</li><li>  綱渡[つなわた]りを 見[み]ながらはらはらした。</li></ol>	<ol><li>Những cánh hoa anh đào run rẫy rơi xuống.</li><li>Thiếu nữ run rẫy nước mắt tuôn ra.</li><li>Vừa nhìn đi trên dây vừa lo sợ.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
かんかん	かんかん	560	かんかん		[sound:yomichan_audio_カンカン.mp3]	bực mình, nổi cáu, phát điên, điên tiết				 ＿ 照[で]り<br>	<br>											<ol><li> 「お 父[とう]さん、 怒[おこ]ってる？」「かんかんだよ」</li><li> かんかんになって 怒[おこ]る。</li><li>  真夏[まなつ]の 太陽[たいよう]がかんかん 照[て]り 付[つ]ける。</li></ol>	<ol><li>Bố đang giận à? Ầm ầm lên đấy!</li><li>Nổi giận ầm ầm.</li><li>Mặt trời giữa mùa hè thiêu đốt khóc liệt.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
びしょびしょ・びっしょり	びしょびしょ・びっしょり	561	びしょびしょ・びっしょり		[sound:yomichan_audio_びしょびしょ.mp3]	ẩm ướt																<ol><li>  洗面台[せんめんだい]の 周[まわ]りがびしょびしょだ。</li><li> にわか 雨[あめ]に 降[ふ]られ、びっしょりぬれてしまった。</li><li>  私[わたし]は 暑[あつ]がりなので、ちょっと 運動[うんどう]しただけで 汗[あせ]びっしょりになる。</li></ol>	<ol><li>Xung quanh bồn rửa ướt sủng.</li><li>Bị cơn mưa bất chợt làm ướt như chuột lột.</li><li>Tôi là người mẫn cảm với cái nóng nên vận động một chút thôi là đẫm mồ hôi rồi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
うろうろ	うろうろ	562	うろうろ		[sound:yomichan_audio_うろうろ.mp3]	vòng vòng; đi đi lại lại; quanh quẩn, lảng vảng										 うろつく<br>	<br>					<ol><li>  友人[ゆうじん]の 家[いえ]の 場所[ばしょ]が 分[わ]からず、30 分[ぷん]もうろうろ 歩[ある]き 回[まわ]った。</li><li>  怪[あや]しい 男[おとこ]が 家[いえ]の 周[まわ]りをうろうろしている。</li></ol>	<ol><li>Không biết nhà bạn nên đi lòng vong mất 30 phút.</li><li>Người đàn ông lạ đáng nghi cứ đi lòng vòng quanh nhà.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
のろのろ	のろのろ	563	のろのろ		[sound:yomichan_audio_のろのろ.mp3]	chậm rãi, chậm như sên				 ＿ 運転[うんてん]<br>	<br>					  鈍[のろ]い<br>	<br>					<ol><li>  渋滞[じゅうたい]で、 車[くるま]はのろのろとしか 進[すす]まなかった。</li><li>  老人[ろうじん]はのろのろ 立[た]ち 上[あ]がった。</li><li>  時間[じかん]はのろのろ 過[す]ぎていった。</li><li> のろのろした 働[はたら]き</li></ol>	<ol><li>Do tắc nghẽn nên ô tô chỉ tiến chậm rãi.</li><li>Người già đứng lên chầm chậm.</li><li>Thời gian trôi chầm chậm.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
ふらふら	ふらふら	564	ふらふら		[sound:yomichan_audio_ふらふら.mp3]	chóng mặt, khập khiễng, lung lay, dao động										 ふらつく<br>	<br>					<ol><li>  熱[ねつ]で 頭[あたま]がふらふらする。</li><li>  向[む]こうから、ふらふら 人[ひと]が 歩[ある]いてくる。</li><li>  彼[かれ]は 考[かんが]え 方[かた]がふらふらしていて、ちょっと 信用[しんよう]できない。</li><li>  空腹[くうふく]のあまり、ついふらふらと 万引[まんび]きしてしまった。</li></ol>	<ol><li>Do cảm nên đầu choáng váng.</li><li>Từ phía trước một người đi khập khễnh đang tiến tới.</li><li>Cách suy nghĩ anh ấy khập khễnh, có chút không thể tin được.</li><li>Do bụng đói, nên đã lỡ ăn cắp ở cửa hàng.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
ぶらぶら	ぶらぶら	565	ぶらぶら		[sound:yomichan_audio_ぶらぶら.mp3]	đung đưa, quanh quẩn, ngồi không										 ぶらつく<br>	<br>					<ol><li>  折[お]れた 木[き]の 枝[えだ]がぶらぶら 揺[ゆ]れている。</li><li>  暇[ひま]だったので、 近所[きんじょ]をぶらぶらした。</li><li> ぶらぶら｛ 歩[ある]く/ 散歩[さんぽ]する…｝</li><li>  先月[せんげつ] 失業[しつぎょう]し、 今[いま]は 家[いえ]でぶらぶらしている。</li></ol>	<ol><li>Cành cây bị gãy đang đong đưa.</li><li>Rảnh rỗi nên đi lòng vòng quanh xóm.</li><li></li><li>Tháng trước thất nghiệp nên bây giờ ở nhà ăn không ngồi rồi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
 従[したが]って	したがって	566	従って		[sound:yomichan_audio_したがって_従って.mp3]	sở dĩ; vì vậy; do vậy	TÙNG															<ol><li> A 社[しゃ]は 大企業[だいきぎょう]で 給料[きゅうりょう]も 高[たか]い。したがって、 入社[にゅうしゃ] 希望[きぼう]も 多[おお]い。</li><li>  日本[にほん]ではマンモスの 骨[ほね]が 発見[はっけん]された。したがって、 日本[にほん] 列島[れっとう]は 昔[むかし]、 大陸[たいりく]とつながっていたと 考[かんが]えられた。</li></ol>	<ol><li>Công ty A là một công ty lớn nên lương cũng cao, theo đó thì người có nguyện vọng vào công ty cũng nhiều.</li><li>Đã phát hiện xương của voi Mamut, theo đó người ta cho rằng quần đảo Nhật Bản ngày xưa nối liền với châu lục.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
だが	だが	567	だが		[sound:yomichan_audio_だが.mp3]	tuy nhiên																<ol><li>  必死[ひっし]に 勉強[べんきょう]した。だが、 不合格[ふごうかく]だった。</li><li> あの 歌手[かしゅ]は 声[こえ]はいい。だが、 歌[うた]はあまり 上手[じょうず]ではない。</li></ol>	<ol><li>Quyết tâm học vậy mà vẫn trượt.</li><li>Ca sĩ này giọng hay nhưng hát không hay lắm.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
ところが	ところが	568	ところが		[sound:yomichan_audio_ところが_所が.mp3]	nhưng																<ol><li> 8 時[じ]には 到着[とうちゃく]する 予定[よてい]だった。ところが 事故[じこ]で 渋滞[じゅうたい]し、9 時[じ] 過[す]ぎになってしまった。</li><li> A チームが 勝[か]つだろうと 思[おも]っていた。ところが、 意外[いがい]にもBチームが 大差[たいさ]で 勝[か]った。</li></ol>	<ol><li>Dự định đến lúc 8 giờ nhưng do tai nạn tắc đường nên mãi hơn 9 giờ mới đến.</li><li>Tôi nghĩ là đội A sẽ thắng nhưng ngoài dự đoán đội B đã chiến thắng với tỉ số cách biệt.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-4.html	
