expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 膨[ふく]らむ	ふくらむ	751	膨らむ		[sound:yomichan_audio_ふくらむ_膨らむ.mp3]	to ra, làm to ra, phồng lên	BÀNH													  膨[ふく]らみ<br>	<br>	<ol><li>  桜[さくら]のつぼみが 膨[ふく]らんだ。</li><li> ｛パン/ 風船[ふうせん]/ 夢[ゆめ]/ 期待[きたい]/ 疑惑[ぎわく]…｝が 膨[ふく]らむ。</li><li> ｛ 予算[よさん]/ 計画[けいかく]/ 借金[しゃっきん]…｝が 膨[ふく]らむ。</li></ol>	<ol><li>Nụ hoa Sakura đã nở.</li><li></li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 膨[ふく]らます	ふくらます	752	膨らます		[sound:yomichan_audio_ふくらます_膨らます.mp3]	phồng, thổi phồng, phình	BÀNH															<ol><li>  娘[むすめ]は 怒[おこ]ると 頬[ほお]を 膨[ふく]らます。</li><li> タイヤに 空気[くうき]を 入[い]れて 膨[ふく]らます。</li><li> ｛ 風船[ふうせん]/ 気球[ききゅう]/ 袋[ふくろ]/パン…｝を 膨[ふく]らます。</li></ol>	<ol><li>Em gái tôi khi tức giận sẽ phồng má lên.</li><li>Lốp xe khi cho khí vào thì sẽ phòng lên.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 尖[とが]る	とがる	753	尖る		[sound:yomichan_audio_とがる_尖る.mp3]	nhọn, sắc	TIÊM															<ol><li>  新入生[しんにゅうせい]は｛ 希望[きぼう]/ 期待[きたい]｝に 胸[むね]を 膨[ふく]らませて 学校[がっこう]に 行[い]った。</li><li> この 靴[くつ]は 先[さき]がとがっている。</li><li>  鉛筆[えんぴつ]を 削[けず]ってとがらせる。</li></ol>	<ol><li>Những học sinh mới nhập học tràn đầy kì vọng đến trường.</li><li>Đôi giày này đầu nhọn.</li><li>Gọt đầu bút chì cho nhọn.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 当[あ]てはまる	あてはまる	754	当てはまる		[sound:yomichan_audio_あてはまる_当てはまる.mp3]	áp dụng, ứng dụng	ĐƯƠNG/ĐÁNG									 はまる、はめる<br>	<br>					<ol><li>  口[くち]をとがらせて 不満[ふまん]を 言[い]う。</li><li>  昔話[むかしばなし]の 教訓[きょうくん]は、 現代[げんだい]にも 当[あ]てはまる 物[もの]が 多[おお]い。</li><li>  私[わたし]はこの 条件[じょうけん]に 当[あ]てはまらないから、この 奨学金[しょうがくきん]の 申請[しんせい]は 無理[むり]だ。</li></ol>	<ol><li>Bỉu môi nói những lời bất mãn.</li><li>Những câu chuyện giáo huấn ngày xưa vẫn có thể áp dụng cho bây giờ rất nhiều.</li><li>Vì tôi không thể đáp ứng được điều kiện này nên không thể đăng kí học bổng này được.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 就[つ]く	つく	755	就く		[sound:yomichan_audio_つく_就く.mp3]	kiếm việc	TỰU											  得[とく]に 就[つ]く<br><br>				<ol><li>  大学[だいがく]を 卒業[そつぎょう]して 教職[きょうしょく]に 就[つ]いた。</li><li>  入社[にゅうしゃ]して10 年[ねん] 目[め]に 部長[ぶちょう]にポストに 就[つ]いた。</li><li>  王位[おうい]に 就[つ]く。</li><li> スタッフ 全員[ぜんいん]が 配置[はいち]に 就[つ]いて 開店[かいてん]を 待[ま]った。</li><li>  眠[ねむ]りに 就[つ]く。</li></ol>	<ol><li>Sau khi tốt nghiệp tôi muốn kiếm việc về giáo dục.</li><li>Vào công ty rồi thăng tiến lên trưởng phòng vào năm thứ 10</li><li>Làm vua.</li><li>Tất cả những nhân viên đã được sắp xếp đợi khai trương của hàng.</li><li>Đi ngủ.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 受[う]け 持[も]つ	うけもつ	756	受け持つ		[sound:yomichan_audio_うけもつ_受け持つ.mp3]	đảm nhận, phụ trách, đảm đương (trách nhiệm)	THỤ TRÌ							  担当[たんとう]する<br>	<br>					  受[う]け 持[も]ち<br>	<br>	<ol><li> サークルで、 今年[ことし]は 会計[かいけい]を 受[う]け 持[も]つことになった。</li><li>  高橋[たかはし]さんは 新聞[しんぶん] 配達[はいたつ]でA 地区[ちく]を 受[う]け 持[も]っている。</li></ol>	<ol><li>Năm nay tôi đảm nhận kế toán cho câu lạc bộ.</li><li>Takahashi đảm nhận việc phát báo ở khu vực A.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 従[したが]う	したがう	757	従う		[sound:yomichan_audio_したがう_従う.mp3]	theo đó, theo	TÙNG							  沿[そ]う<br>	<br>	  付[つ]いていく<br>	<br>					<ol><li> 「 非常[ひじょう]の 際[さい]は 係員[かかりいん]の 指示[しじ]に 従[したが]って 避難[ひなん]してください」</li><li> ｛ 命令[めいれい]/ 言[い]いつけ…｝に 従[したが]う。</li><li>  説明書[せつめいしょ]に 従[したが]ってパソコンをセットした。</li><li>  生徒[せいと]たちは 引率[いんそつ]の 先生[せんせい]に 従[したが]って 遠足[えんそく]に 出発[しゅっぱつ]した。</li><li>  秘書[ひしょ]は 社長[しゃちょう]に 従[したが]って 取引[とりひき] 先[さき]に 出[で]かけた。</li></ol>	<ol><li>Vào những lúc khẩn cấp hãy nghe theo chỉ thị của quản lí để lánh nạn.</li><li></li><li>Theo sách hướng dẫn để lắp ghép máy tính.</li><li>Những học sinh nghe theo sự chỉ dẫn của giáo viên để xuất phát đi cắm trại.</li><li>Tác giả theo lệnh của giám đốc đi gặp khách hàng.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 呟[つぶや]く	つぶやく	758	呟く		[sound:yomichan_audio_つぶやく_呟く.mp3]	thì thầm, thì thào	HUYỀN									 ささやく<br>	<br>			 つぶやき<br>	<br>	<ol><li>  彼女[かのじょ]は 下[した]を 向[む]いて、 何[なに]かぶつぶつつぶやいてた。</li></ol>	<ol><li>Cô ấy cúi đầu xuống và lẩm bẩm điều gì đó.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 述[の]べる	のべる	759	述べる		[sound:yomichan_audio_のべる_述べる.mp3]	bày tỏ, nêu lên	THUẬT															<ol><li>  自分[じぶん]の 意見[いけん]を 述[の]べる。</li><li> 「 真実[しんじつ]を 述[の]べることを 誓[ちか]います」</li></ol>	<ol><li>Phát biểu ý kiến của bản thân.</li><li>Thề là nói sự thật.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
 目覚[めざ]める	めざめる	760	目覚める		[sound:yomichan_audio_めざめる_目覚める.mp3]	thức giấc, mở mắt	MỤC GIÁC							  自覚[じかく]する<br>	<br>							<ol><li>  早朝[そうちょう]、 鳥[とり]の 声[こえ]で 目覚[めざ]めた。</li><li>  子供[こども]は 自我[じが]に 目覚[めざ]め、 大人[おとな]になっていく。</li><li> ｛ 現実[げんじつ]/ 責任[せきにん] 感[かん]/ 美[び]/ 性[せい]…｝に 目覚[めざ]める。</li></ol>	<ol><li>Sáng sớm tôi bị thức giấc bởi tiếng chim.</li><li>Bon trẻ tự mình thức tỉnh thì sẽ trưởng thành.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-7.html	
