expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 透[す]き 通[とお]る	すきとおる	766	透き通る		[sound:yomichan_audio_すきとおる_透き通る.mp3]	trong suốt, trong vắt	THẤU THÔNG									  透明[とうめい]な<br>	<br>					<ol><li>  川[かわ]の 水[みず]が 透[す]き 通[とお]っている。</li><li>  透[す]き 通[とお]った｛ガラス/グラス/ 空気[くうき]/ 声[こえ]…｝</li><li>  彼女[かのじょ]は 透[す]き 通[とお]るような 肌[はだ]をしている。</li></ol>	<ol><li>Dòng nước của con sông trong suốt.</li><li></li><li>Cô ấy có làn da trắng trong.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 静[しず]まる・ 鎮[しず]まる	しずまる・しずまる	767	静まる・鎮まる		[sound:yomichan_audio_しずまる_静まる.mp3]	yên lặng, yên tĩnh	TĨNH TRẤN			  静[しず]まり 返[かえ]る、 寝静[ねしず]まる<br>	<br>											<ol><li>  先生[せんせい]が 入[はい]ってくると、 教室[きょうしつ]がしいんと 静[しず]まった。</li><li> ｛ 騒[さわ]ぎ/ 嵐[あらし]…｝が 静[しず]まる。</li><li>  薬[くすり]を 飲[の]んだら 痛[いた]みが 静[しず]まった。</li><li> ｛ 興奮[こうふん]/ 怒[いか]り/ 気[き]…｝が 静[しず]まる。</li></ol>	<ol><li>Khi cô giáo vào, cả lớp im như tờ.</li><li></li><li>Sau khi uống thuốc cơn đau tan biến.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 静[しず]める・ 鎮[しず]める	しずめる・しずめる	768	静める・鎮める		[sound:yomichan_audio_しずめる_静める.mp3]	yên lặng, làm giảm bớt, trấn áp	TĨNH TRẤN									  鎮圧[ちんあつ]する、 鎮静剤[ちんせいざい]<br>	<br>					<ol><li>  司会者[しかいしゃ]は 騒[さわ]がしい 場内[じょうない]を 一言[ひとこと]で 静[しず]めた。</li><li>  警察[けいさつ]は 市民[しみん]の 暴動[ぼうどう]を 静[しず]めた。</li><li>  薬[くすり]を 飲[の]んで 痛[いた]みを 静[しず]めた。</li><li> ｛ 興奮[こうふん]/ 怒[いか]り/ 気[き]…｝を 静[しず]める。</li></ol>	<ol><li>Người dẫn chương trình nói vài câu để làm yên lặng hội trường ồn ào.</li><li>Cảnh sát làm yên bạo động của dân thành phố.</li><li>Uống thuốc để giảm cơn đau.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 優[すぐ]れる	すぐれる	769	優れる		[sound:yomichan_audio_すぐれる_優れる.mp3]	giỏi, ưu tú, tốt	ƯU									  優勝[ゆうしょう]な<br>	<br>					<ol><li>  彼[かれ]は 運動[うんどう] 能力[のうりょく]｛が/に｝ 優[すぐ]れている。</li><li>  優[すぐ]れた｛ 人[ひと]/ 才能[さいのう]/ 力[ちから]/センス…｝</li><li> ｛ 気分[きぶん]/ 顔色[かおいろ]/ 体調[たいちょう]/ 健康[けんこう]…｝がすぐれない。</li></ol>	<ol><li>Anh ấy giỏi về năng lực vận động.</li><li></li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 落[お]ち 着[つ]く	おちつく	770	落ち着く		[sound:yomichan_audio_おちつく_落ち着く.mp3]	bình tĩnh, thanh thản, lắng xuống, trầm lắng	LẠC TRƯỚC													  落[お]ち 着[つ]き→＿がない、＿を 取[と]り 戻[もど]す<br>	<br>	<ol><li> 「 慌[あわ]てないで、 落[お]ち 着[つ]いて 話[はな]してください」</li><li>  落[お]ち 着[つ]いた｛ 態度[たいど]/ 生活[せいかつ]…｝</li><li>  戦後[せんご]10 年[ねん] 経[た]ち、ようやく 世[よ]の 中[なか]が 落[お]ち 着[つ]いてきた。</li><li> ｛ 天候[てんこう]/ 病状[びょうじょう]…｝が 落[お]ち 着[つ]く。</li><li>  労使[ろうし]の 話[はな]し 合[あ]いの 結果[けっか]、ボーナスは4か 月[げつ] 分[ぶん]ということに 落[お]ち 着[つ]いた。</li><li>  以前[いぜん]はよく 引[ひ]っ 越[こ]しをしたが、 最近[さいきん]ようやくこの 町[まち]に 落[お]ち 着[つ]いた。</li><li>  落[お]ち 着[つ]いた｛ 色[いろ]/デザイン/ 声[こえ]…｝</li></ol>	<ol><li>Đừng vội vàng, hãy bình tĩnh mà nói.</li><li></li><li>Trải qua 10 năm sau cuộc chiến tranh, cuối cùng xã hội cũng được yên ổn.</li><li></li><li>Kết quả của buổi nói chuyện giữa chủ và người làm thì tiền thưởng ứng với số tiền 4 tháng lương đã yên ổn.</li><li>Trước đây tôi hay chuyển nhà nhưng gần đây cuối cùng cũng đã định cư ở thành phố này.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 長引[ながび]く	ながびく	771	長引く		[sound:yomichan_audio_ながびく_長引く.mp3]	kéo dài	TRƯỜNG/TRƯỞNG DẪN															<ol><li>  仕事[しごと]が 長引[ながび]いて 約束[やくそく]に 遅[おく]れてしまった。</li><li>  今年[ことし]の 風邪[かぜ]は 長引[ながび]く 傾向[けいこう]があるようだ。</li></ol>	<ol><li>Công việc kéo dài làm trễ giờ hẹn.</li><li>Đợt sốt năm nay có khuynh hướng kéo dài.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 衰[おとろ]える	おとろえる	772	衰える		[sound:yomichan_audio_おとろえる_衰える.mp3]	suy yếu, yếu đi	SUY					  栄[さか]える<br>	<br>							  衰[おとろ]え<br>	<br>	<ol><li>  年[とし]を 取[と]ると、 体力[たいりょく]が 衰[おとろ]える。</li><li> ｛ 勢[いきお]い/ 食欲[しょくよく]…｝が 衰[おとろ]える。</li><li> ｛ 国[くに]/ 産業[さんぎょう]…｝が 衰[おとろ]える。</li></ol>	<ol><li>Khi có tuổi thì sẽ giảm thể lực.</li><li></li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 備[そな]わる	そなわる	773	備わる		[sound:yomichan_audio_そなわる_備わる.mp3]	lắp đặt, chuẩn bị, sẵn có	BỊ															<ol><li>  新幹線[しんかんせん]にはさまざまな 安全[あんぜん] 装置[そうち]が 備[そな]わっている。</li><li>  犬[いぬ]には 鋭[するど]い 嗅覚[きゅうかく]が 備[そな]わっている。</li><li>  彼女[かのじょ]には 作家[さっか]としての 素質[そしつ]が 備[そな]わっている。</li></ol>	<ol><li>Trong tàu shinkansen được trang bị nhiều thiết bị an toàn.</li><li>Con chó có một khứu giác nhạy bén.</li><li>Cô ấy có những tố chất như là một tác giả.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 備[そな]える	そなえる	774	備える		[sound:yomichan_audio_そなえる_備える.mp3]	lắp đặt, chuẩn bị, sẵn có	BỊ			  備[そな]え 付[つ]ける、 備[そな]え 付[つ]け、 兼[か]ね 備[そな]える<br>	<br>					  設備[せつび]、 準備[じゅんび]する<br>	<br>					<ol><li>  学校[がっこう]では 火災[かさい] 報知器[ほうちき]が 備[そな]えてある。</li><li>  会議室[かいぎしつ]にAV 機器[きき]を 備[そな]える。</li><li>  高[たか]い 才能[さいのう]を 備[そな]えたロボットこの 俳優[はいゆう]は 人気[にんき]と 実力[じつりょく]を 兼[か]ね 備[そな]えている。</li><li>  将来[しょうらい]に 備[そな]えて 貯蓄[ちょちく]をする。</li><li>  防災[ぼうさい] 用品[ようひん]を 買[か]って 地震[じしん]に 備[そな]える。</li></ol>	<ol><li>Ở trường học được trang bị sẵn những thiết bị báo cháy.</li><li>Ở phòng họp có trang bị dụng cụ AV.</li><li>Diễn viên robot được trang bị tài năng cao này kiêm sự hâm mộ và cả thực lực.</li><li>Để chuẩn bị cho tương lai tôi sẽ tiết kiệm.</li><li>Mua thiết bị phòng cháy để chuẩn bị cho động đất.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
 蓄[たくわ]える	たくわえる	775	蓄える		[sound:yomichan_audio_たくわえる_蓄える.mp3]	bảo quản, bảo vệ, tích lũy	SÚC									 ためる<br>	<br>			  蓄[たくわ]え→＿がある＜＝＞ない<br>	<br>	<ol><li> お 金[かね]を 蓄[たくわ]える。</li><li>  食料[しょくりょう]を 貯蔵庫[ちょぞうこ]に 蓄[たくわ]える。</li><li>  植物[しょくぶつ]に 葉[は]に 養分[ようぶん]を 蓄[たくわ]えている。</li><li>  本[ほん]を 読[よ]んで 知識[ちしき]を 蓄[たくわ]える。</li><li> ｛ 力[ちから]/ 体力[たいりょく]…｝を 蓄[たくわ]える。</li></ol>	<ol><li>Tích trữ tiền.</li><li>Tích trữ thức ăn trong kho.</li><li>Thực vật tích trữ chất dinh dưỡng trong lá.</li><li>Đọc sách để tích trữ kiến thức.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-8.html	
