expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 既[すで]に	すでに	540	既に		[sound:yomichan_audio_すでに_既に.mp3]	đã; đã rồi	KÍ					 いまだに、まだ<br>	<br>	 もう<br>	<br>							<ol><li>  私[わたし]が 駅[えき]に 着[つ]いたとき、 終電[しゅうでん]はすでに 出[で]た 後[あと]だった。</li><li>  彼女[かのじょ]が 出会[であ]ったとき、 彼[かれ]はすでに 結婚[けっこん]していたそうだ。</li></ol>	<ol><li>Khi tôi đến nhà ga thì đã sau chuyến tàu cuối cùng rồi.</li><li>Khi gặp cô ấy, nghe nói anh ấy đã kết hôn rồi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 事前[じぜん]に	じぜんに	541	事前に		[sound:yomichan_audio_じぜんにひつよう_事前に必要.mp3]	trước	SỰ TIỀN			  事前[じぜん] 連絡[れんらく]<br>	<br>	  事後[じご]に<br>	<br>	  前[まえ]もって、あらかじめ<br>	<br>							<ol><li> インタビューの 相手[あいて]に、 事前[じぜん]に 質問[しつもん]を 伝[つた]えておいた。</li><li>  何事[なにごと]も、 事前[じぜん]の 準備[じゅんび]が 大切[たいせつ]だ。</li></ol>	<ol><li>Trước tiên phải truyền tải câu hỏi đến người phỏng vấn.</li><li>Dù bất cứ việc gì, chuẩn bị trước vấn là quan trọng.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 当日[とうじつ]	とうじつ	542	当日		[sound:yomichan_audio_とうじつ_当日.mp3]	ngày đó	ĐƯƠNG/ĐÁNG NHẬT			 ＿ 券[けん]<br>	<br>					  前日[ぜんじつ]、 翌日[よくじつ]<br>	<br>					<ol><li>  入[にゅう] 式[しき] 当日[とうじつ]、 熱[ねつ]を 出[だ]してしまった。</li><li>  決勝戦[けっしょうせん]は1 週間後[しゅうかんご]だ。 当日[とうじつ]は 朝[あさ]から 応援[おうえん]に 行[い]くつもりだ。</li></ol>	<ol><li>Vào ngày thi thì lại bị ốm.</li><li>Trận chung kết sau một tuần nữa, vậy mà hôm nay định đi cổ vũ từ sáng.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 当時[とうじ]	とうじ	543	当時		[sound:yomichan_audio_とうじ_当時.mp3]	thời đó	ĐƯƠNG/ĐÁNG THỜI															<ol><li>  私[わたし]は 京都[きょうと] 出身[しゅっしん]だが、 当時[とうじ] 住[す]んでいた 家[いえ]はもうない。</li><li>  来日[らいにち] 当時[とうじ]は、 日本語[にほんご]は 全[まった]くできなかった。</li><li> この 部屋[へや]は 父[ちち]が 生[い]きていた 当時[とうじ]のままにしてある。</li></ol>	<ol><li>Tôi suất thân ở Kyoto nhưng ngôi nhà sống thòi gian đó đã không còn nữa.</li><li>Vào thời gian sang Nhật, tôi hoàn toàn không thể nói được tiếng Nhật.</li><li>Căn nhà này vẫn còn lưu lại thời kì mà bố đã sinh sống.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 一時[いちじ]	いちじ	544	一時		[sound:yomichan_audio_いちじ_一時.mp3]	nhất thời, có lúc	NHẤT THỜI															<ol><li>  子供[こども]のころ、 一時[いちじ]アメリカに 住[す]んでいたことがある。</li><li>  大雨[おおあめ]のため、 新幹線[しんかんせん]は 一時[いちじ]ストップした。</li><li>  曇[くも]り 一時[いちじ] 雨[あめ]</li><li>  一時[いちじ]の 感情[かんじょう]で 大切[たいせつ]なことを 決[き]めないほうがいい。</li></ol>	<ol><li>Lúc tôi còn nhỏ, tôi đã từng sống ở Mỹ.</li><li>Do mưa lớn nên tàu Shinkansen tạm thời dừng.</li><li></li><li>Không nên quyết định điều quan trọng bằng cảm xúc nhất thời.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 至急[しきゅう]	しきゅう	545	至急		[sound:yomichan_audio_しきゅう_至急.mp3]	khẩn cấp	CHÍ CẤP			  大[だい]＿<br>	<br>											<ol><li> この 患者[かんじゃ]は 至急[しきゅう] 病院[びょういん]へ 運[はこ]ぶ 必要[ひつよう]がある。</li><li> 「 至急[しきゅう]おいでください」</li></ol>	<ol><li>Bệnh nhân này cần được chuyển đến bệnh viện khẩn cấp.</li><li>Vui lòng thực hiệu ngay lập tức</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 直[ただ]ちに	ただちに	546	直ちに		[sound:yomichan_audio_ただちに_直ちに.mp3]	trực tiếp, ngay lập tức, tức thì	TRỰC							 すぐに、 直接[ちょくせつ]<br>	<br>							<ol><li>  事故[じこ]の 情報[じょうほう]は 直[ただ]ちに 社長[しゃちょう]に 伝[つた]えられた。</li><li> 「 全員[ぜんいん] 直[ただ]ちに 集合[しゅうごう]せよ」</li><li>  栄養[えいよう] 不足[ぶそく]の 子供[こども]たちにとって、 肺炎[はいえん]は 直[ただ]ちに 死[し]を 意味[いみ]する。</li></ol>	<ol><li>Thông tin của vụ tai nạn ngay lập tức đã được lan truyền đến giám đốc.</li><li>Tất cả mọi người ngay lập tức tập hợp.</li><li>Đối với những đứa trẻ bị thiếu dinh dưỡng, bệnh sung phổi có nghĩa là sẽ chết ngay lập tức.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 早速[さっそく]	さっそく	547	早速		[sound:yomichan_audio_さっそく_早速.mp3]	nhanh chóng	TẢO TỐC							 すぐに<br>	<br>							<ol><li>  新[あたら]しいレストランができたので、さっそく 行[い]ってみた。</li><li> バーナスが 出[で]たので、さっそく 新[あたら]しい 靴[くつ]とスーツを 買[か]った。</li></ol>	<ol><li>Cửa hàng mới vừa mới hoàn thành phải nhanh đến xem thử.</li><li>Tiền thưởng vừa có tôi liền mua giày và bộ vét mới.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 行[い]き 成[な]り	いきなり	548	行き成り		[sound:yomichan_audio_いきなり_行き成り.mp3]	bất ngờ, tình lình, đột ngột	HÀNH/HÀNG THÀNH							  急[きゅう]に、 突然[とつぜん]<br>	<br>							<ol><li> ノックもせずにいきなり 部屋[へや]に 入[はい]るのは 失礼[しつれい]だ。</li><li> いきなり 道[みち]に 飛[と]び 出[だ]すと、 危[あぶ]ない。</li><li> いきなり 質問[しつもん]されて 答[こた]えられなかった。</li></ol>	<ol><li>Không gõ cửa mà bất thình lình vào phòng là bất lịch sự.</li><li>Đột nhiên lao ra đường là nguy hiểm.</li><li>Bị hỏi bất ngờ nên không thể trả lời được.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 常[つね]に	つねに	549	常に		[sound:yomichan_audio_つねに_常に.mp3]	thường xuyên	THƯỜNG							 いつも<br>	<br>							<ol><li>  鈴木[すずき]さんは 常[つね]に 努力[どりょく]を 怠[おこた]らない、 素晴[すば]らしい 学生[がくせい]だ。</li><li> 「お 客様[きゃくさま]には 常[つね]に 笑顔[えがお]で 接[せっ]するように 注意[ちゅうい]してください」</li></ol>	<ol><li>Suzuki lúc nào cũng không sao lãng việc nổ lực, đúng là học sinh tuyệt vời.</li><li>Hãy luôn chú ý tiếp đón khách hàng bằng nụ cười niềm nở.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
 絶[た]えず	たえず	550	絶えず		[sound:yomichan_audio_たえず_絶えず.mp3]	liên tục	TUYỆT							 しょっちゅう、 始終[しじゅう]<br>	<br>							<ol><li>  妹[いもうと]は 体[からだ]が 弱[よわ]くて、 絶[た]えず 風邪[かぜ]を 引[ひ]いている。</li><li> うちの 前[まえ]の 道路[どうろ]は 絶[た]えず 車[くるま]が 走[はし]っている。</li></ol>	<ol><li>Em gái tôi gầy yếu nên bị bệnh suốt.</li><li>Con đường trước nhà tôi luôn có xe ô tô chạy.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-3.html	
