expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 映[うつ]る	うつる	681	映る		[sound:yomichan_audio_うつる_映る.mp3]	bị phản chiếu, được chiếu	ÁNH	  目[め]に＿<br>	<br>											  映[うつ]り<br>	<br>	<ol><li>  鏡[かがみ]には 左右[さゆう]が 逆[ぎゃく]に 映[うつ]る。</li><li>  湖[みずうみ]の 水面[すいめん]に 回[まわ]りの 山々[やまやま]が 映[うつ]っている。</li><li> テレビをみていたら、 知[し]っている 場所[ばしょ]が 映[うつ]った。</li><li>  不図[ふと]、 窓[まど]の 外[そと]を 見[み]ると、 怪[あや]しい 男[おとこ]が 目[め]に 映[うつ]った。</li><li>  警官[けいかん]の 目[め]には、 私[わたし]の 行動[こうどう]が 不審[ふしん]な 物[もの]と 映[うつ]ったらしい。</li><li>  初対面[しょたいめん]の 彼[かれ]は、 紺色[こんいろ]のスーツに 赤[あか]いネクタイがよく 映[うつ]っていた。</li></ol>	<ol><li>Gương phản chiếu hình ảnh ngược trái phải.</li><li>Mặt hồ phản chiếu hình ảnh núi non xung quanh.</li><li>Khi xem tivi thì thấy chiếu địa điểm mình biết.</li><li>Đột nhiên nhìn ra bên ngoài thì thấy ánh mắt của người đàn ông lạ nhìn.</li><li>Có vẻ trong mắt cảnh sát hành động của tôi là một điều đáng nghi.</li><li>Lần đầu gặp anh ấy là hình ảnh chiếc cà vạt đỏ và bộ vét màu xanh sẫm.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 映[うつ]す	うつす	682	映す		[sound:yomichan_audio_うつす_映す.mp3]	chiếu, phản chiếu	ÁNH			  映[うつ]し 出[だ]す<br>	<br>											<ol><li>  全身[ぜんしん]を 映[うつ]せる 鏡[かがみ]が 欲[ほ]しい。</li><li>  富士山[ふじさん]が 湖[みずうみ]に 姿[すがた]を 映[うつ]している。</li><li> スクリーンに 映画[えいが]を 映[うつ]す。</li><li>  歌[うた]は 時代[じだい]を 映[うつ]す 鏡[かがみ]だと 言[い]われている。</li></ol>	<ol><li>Tôi muốn có chiếc gương chiếu toàn bộ thân hình.</li><li>Hồ phản chiếu hình ảnh núi Phú Sĩ.</li><li>Phim chiếu trên màn hình.</li><li>Người ta nói bài hát là cái gương phản chiếu thời đại.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 漬[つ]かる	つかる	683	漬かる		[sound:yomichan_audio_つかる_浸かる.mp3]	ngập	TÍ															<ol><li>  大雨[おおあめ]で 家[いえ]の 床[ゆか]まで 水[みず]につかった。</li><li>  肩[かた]まで 湯[ゆ]につかると 気持[きも]ちがいい。</li><li>  日々[ひび]の 生活[せいかつ]にどっぷりつかって 初心[しょしん]を 忘[わす]れていた。</li></ol>	<ol><li>Do mưa lớn nên nước ngập cả sàn nhà.</li><li>Nước ấm ngập đến vai cảm giác rất thích.</li><li>Ngày ngày chìm ngập trong cuộc sống mà quên đi tâm nguyện ban đầu.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 漬[つ]ける	つける	684	漬ける		[sound:yomichan_audio_つける_漬ける.mp3]	bị ngập	TÍ															<ol><li>  汚[よご]れが 落[お]ちにくいときは、 洗剤[せんざい]の 液[えき]にしばらく 付[つ]けておくとよい。</li><li>  大豆[だいず]を 一晩[ひとばん] 水[みず]につけて 柔[やわ]らかくする。</li></ol>	<ol><li>Khi vết bẩn khó giặt thìnên chấm dung dịch bột giặt lên một lúc.</li><li>Một đêm rắc nước lên đậu tương thì nó sẽ mềm đi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 浮[う]かぶ	うかぶ	685	浮かぶ		[sound:yomichan_audio_うかぶ_浮かぶ.mp3]	nổi lên	PHÙ			  浮[う]かび 上[あ]がる<br>	<br>											<ol><li>  池[いけ]にボートが 浮[う]かんでいる。</li><li> アイデアが 浮[う]かぶ。</li><li>  空[そら]に 雲[くも]が 浮[う]かんでいる。</li><li>  家族[かぞく]の 顔[かお]が 目[め]に 浮[う]かぶ。</li><li>  顔[かお]に 笑[え]みが 浮[う]かぶ。</li><li>  死[し]んだ 魚[さかな]だ 水面[すいめん]に 浮[う]かんできた。</li><li>  新[あたら]しい 容疑[ようぎ] 者[しゃ]が 浮[う]かんだ。</li></ol>	<ol><li>Quả bóng nổi trên mặt hồ.</li><li>Ý tưởng thoáng qua.</li><li>Trên trời những đám mây đang trôi nổi.</li><li>Hình ảnh gia đình hiện lên trong mắt tôi.</li><li>Gương mặt niềm nở hiện lên.</li><li>Những con cá đã chết trôi nổi trên mặt nước.</li><li>Nổi lên một tên đáng nghi mới.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 浮[う]かべる	うかべる	686	浮かべる		[sound:yomichan_audio_うかべる_浮かべる.mp3]	cho nổi, thả trôi	PHÙ			  思[おも]い＿<br>	<br>											<ol><li>  池[いけ]におもちゃのボートを 浮[う]かべて 遊[あそ]んだ。</li><li>  彼女[かのじょ]は 目[め]に 涙[なみだ]を 浮[う]かべて 抗議[こうぎ]した。</li><li>  彼[かれ]は 悔[くや]しさをこらえて、 笑[え]みを 浮[う]かべた。</li></ol>	<ol><li>Làm nổi quả bóng trên mặt nước và chơi.</li><li>Cô ấy phản đối với đôi mắt đẫm nước mắt.</li><li>Anh ấy kìm nén sự căm thù mà nở nụ cười.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 浮[う]く	うく	687	浮く		[sound:yomichan_audio_うく_浮く.mp3]	nổi, lơ lửng	PHÙ			  浮[う]き 上[あ]がる<br>	<br>	  沈[しず]む<br>	<br>									<ol><li>  一[いち] 円[えん] 玉[だま]は 水[みず]に 浮[う]く。</li><li>  美女[びじょ]の 体[からだ]が 宙[ちゅう]に 浮[う]くというマジックを 見[み]た。</li><li>  彼[かれ]は 人[ひと]に 合[あ]わせることが 苦手[にがて]で、いつも 集団[しゅうだん]から 浮[う]いている。</li><li>  途中[とちゅう]、ヒッチハイクをしたので、 旅費[りょひ]が 浮[う]いた。</li></ol>	<ol><li>Đồng tiền 1 yên nổi trên mặt nước.</li><li>Thân hình của một người phụ nữ đẹp bay trong không trung có nghĩa là nhìn thấy ma thuật.</li><li>Anh ấy là người khó hòa hợp với người khác lúc nào cũng lơ lửng từ đám đông.</li><li>Giữa đường vẫy xe đi nhờ nên chi phí du lịch dư ra.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 潜[もぐ]る	もぐる	688	潜る		[sound:yomichan_audio_くぐる_潜る.mp3]	lặn, chìm xuống	TIỀM			  潜[もぐ]り 込[こ]む<br>	<br>											<ol><li> 「 日本[にほん]の「 海女[あま]」は 長時間[ちょうじかん] 海[うみ]に 潜[もぐ]って 貝[かい]や 魚[さかな]を 取[と]ることができる。</li><li>  冬[ふゆ]は 寒[さむ]いので、ふとんに 潜[もぐ]り 込[こ]んで 寝[ね]るのが 幸[しあわ]せだ。</li><li>  彼[かれ]は 反政府[はんせいふ] 運動[うんどう]に 関[かか]わって、 地下[ちか]に 潜[もぐ]った。</li></ol>	<ol><li>Những nữ thợ lặn Nhật Bản, lặn hàng giờ dưới biển và có thể bắt cá và sò.</li><li>Cuộn tròn trong chăn và ngủ vào mùa đông lạnh là điều sung sướng.</li><li>Anh ấy liên quan đến hoạt động phản chính phủ nên bị bắt.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 跳[は]ねる	はねる	689	跳ねる		[sound:yomichan_audio_はねる_跳ねる.mp3]	nhảy, bắn, tóe	KHIÊU			  飛[と]び＿<br>	<br>					  飛[と]び 散[ち]る<br>	<br>					<ol><li> カエルは 地面[じめん]から 大[おお]きく 跳[は]ねて、 草[くさ]の 中[なか]へ 消[き]えた。</li><li> てんぷらを 作[つく]っていたら、 油[あぶら]がはねて、やけどをしてしまった。</li><li>  弟[おとうと]は 車[くるま]にはねられて 大[おお]けがをした。</li><li>  雨[あめ]の 日[ひ]、 車[くるま]に 泥水[どろみず]をはねられた。</li></ol>	<ol><li>Con ếch nhảy những bước nhảy lớn từ mặt đất lẩn vào trong cỏ và biến mất.</li><li>Khi làm món Tempura, dầu bắn tung tóe lên nên bị bỏng.</li><li>Em trai tôi bị xe ô tô lao qua nên bị thương rất nặng.</li><li>Vào ngày mưa, bị ô tô bắn tung tóe nước bẩn.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
 背負[せお]う	せおう	690	背負う		[sound:yomichan_audio_せおう_背負う.mp3]	mang vác, chịu đựng	BỐI PHỤ							  負[お]う<br>	<br>							<ol><li>  背中[せなか]にリュックを 背負[せお]う。</li><li>  新[あたら]しい 会社[かいしゃ]を 立[た]ち 上[あ]げるため、 彼[かれ]は 大[おお]きな 借金[しゃっきん]を 背負[せお]った。</li><li> ｛リスク/ 苦労[くろう]…}を 背負[せお]う。</li></ol>	<ol><li>Mang hành lí trên vai.</li><li>Để thành lập một công ty mới, anh ấy đang ôm một khoản nợ lớn.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-1.html	
