expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 作業[さぎょう]	さぎょう	631	作業		[sound:yomichan_audio_さぎょう_作業.mp3]	công việc, sự làm việc	TÁC NGHIỆP	 ＿が 進[すす]む、＿を 進[すす]める<br>	<br>	  単純[たんじゅん]＿、 手[て]＿、 流[なが]れ＿、＿ 着[ぎ]<br>	<br>											<ol><li>  時計[とけい]を 作[つく]る 仕事[しごと]は、 作業[さぎょう]が 細[こま]かくて 複雑[ふくざつ]だ。</li><li> 「 時間[じかん]が 少[すく]ないから、 能率[のうりつ] 的[てき]に 作業[さぎょう]を 進[すす]めましょう」</li></ol>	<ol><li>Công việc làm đồng hồ có những thao tác tỉ mỉ phức tạp.</li><li>Vì không có thời gian nên hãy tiến hành những thao tác công việc mang tính năng suất.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 工夫[くふう]	くふう	632	工夫		[sound:yomichan_audio_くふう_工夫.mp3]	công sức; công phu; lao tâm khổ tứ	CÔNG PHU	 ＿を 凝[こ]らす<br>	<br>													<ol><li>  仕事[しごと]のやり 方[かた]を 工夫[くふう]すれば、もう 少[すこ]し 時間[じかん]を 短縮[たんしゅく]できるだろう。</li><li>  今年[ことし]はクリスマスツリーの 飾[かざ]り 付[つ]けに 工夫[くふう]を 凝[こ]らした。</li></ol>	<ol><li>Nếu chịu khó làm công việc này công phu hơn thì sẽ có thể rút ngắn thời gian.</li><li>Năm nay đã công phu, tỉ mỉ trang trí cho những cây thông noel.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 消化[しょうか]	しょうか	633	消化		[sound:yomichan_audio_しょうか_消化.mp3]	tiêu hóa	TIÊU HÓA	 ＿｛が/に｝いい＜＝＞ 悪[わる]い<br>	<br>	 ＿ 不良[ふりょう]、＿ 器官[きかん]<br>	<br>											<ol><li>  私[わたし]は 胃腸[いちょう]が 弱[よわ]いので、 消化[しょうか]｛が/に｝いいものを 食[た]べるようにしている。</li><li>  調[しら]べたことを 自分[じぶん]なりに 消化[しょうか]しなければ、レポートを 書[か]くのは 難[むずか]しい。</li><li>  厳[きび]しいスケジュールだったが、 何[なん]とか 消化[しょうか]できた。</li><li>  年度内[ねんどない]に 予算[よさん]を 消化[しょうか]する。</li></ol>	<ol><li>Dạ dày tôi yếu nên ăn những thứ dễ tiêu hóa tốt.</li><li>Nếu không am hiểu những gì bản thân tìm hiểu được thì rất khó viết báo cáo.</li><li>Dù lịch trình rất khắc nghiệt nhưng bằng cách nào đó cũng đã giải quyết được.</li><li>Sẽ giải quyết ngân sách trong năm.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 吸収[きゅうしゅう]	きゅうしゅう	634	吸収		[sound:yomichan_audio_きゅうしゅう_吸収.mp3]	sự hấp thụ	HẤP THU			 ＿ 力[りょく]<br>	<br>											<ol><li> この 物質[ぶっしつ]は｛ 水分[すいぶん]/ 匂[にお]い/ 音[おと]…｝を 吸収[きゅうしゅう]する。</li><li>  植物[しょくぶつ]は 根[ね]から 栄養[えいよう]を 吸収[きゅうしゅう]する。</li><li>  留学[りゅうがく]したら、できるだけ 多[おお]くの 知識[ちしき]を 吸収[きゅうしゅう]したい。</li></ol>	<ol><li>Sản phẩm này hấp thụ nước/ mùi hôi/ âm thanh….</li><li>Thực vật hấp thụ chất dinh dưỡng từ rễ.</li><li>Nếu đi du học, tôi muốn tiếp thu càng nhiều kiến thức càng tốt.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 設置[せっち]	せっち	635	設置		[sound:yomichan_audio_せっち_設置.mp3]	lắp đặt	THIẾT TRÍ															<ol><li>  工場[こうじょう]に 新[あたら]しい 機械[きかい]を 設置[せっち]する。</li><li> その 問題[もんだい]について 検討[けんとう]する 委員会[いいんかい]を 設置[せっち]した。</li></ol>	<ol><li>Công ty lắp đặt máy mới.</li><li>Đã xây dựng một ủy ban tham khảo về vấn đề này.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 設定[せってい]	せってい	636	設定		[sound:yomichan_audio_せってい_設定.mp3]	thiết lập	THIẾT ĐỊNH			  料金[りょうきん]＿、 初期[しょき]＿<br>	<br>											<ol><li> エアコンの 温度[おんど]を26 度[ど]に 設定[せってい]する。</li><li>  携帯[けいたい] 電話[でんわ]の 料金[りょうきん]では、さまざまなプランが 設定[せってい]されている。</li></ol>	<ol><li>Thiết lập nhiệt độ điều hòa ở 26 độ.</li><li>Trong cước phí điện thoại đã thiết lập rất nhiều kế hoạch.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 調節[ちょうせつ]	ちょうせつ	637	調節		[sound:yomichan_audio_ちょうせつ_調節.mp3]	điều tiết, điều chỉnh	ĐIỀU/ĐIỆU TIẾT															<ol><li> リモコンで 温度[おんど]の 調節[ちょうせつ]をする。</li><li>  椅子[いす]の 高[たか]さを 調節[ちょうせつ]する。</li></ol>	<ol><li>Điều khiển nhiệt độ bằng điều khiển từ xa.</li><li>Điều chỉnh chiều cao của ghế.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 調整[ちょうせい]	ちょうせい	638	調整		[sound:yomichan_audio_ちょうせい_調整.mp3]	điều chỉnh	ĐIỀU/ĐIỆU CHỈNH			  年末[ねんまつ]＿<br>	<br>											<ol><li> テレビの 映[うつ]りが 悪[わる]いので、アンテナの 向[む]きを 調節[ちょうせつ]した。</li><li> ｛ 日程[にってい]/ 利害[りがい]…｝を 調節[ちょうせつ]する。</li></ol>	<ol><li>Hình ảnh của tivi không tốt, điều chỉnh hướng của ăng ten.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 解放[かいほう]	かいほう	639	解放		[sound:yomichan_audio_かいほう_解放.mp3]	giải phóng; thoát khỏi	GIẢI PHÓNG			  奴隷[どれい]＿<br>	<br>											<ol><li>  人質[ひとじち]を 解放[かいほう]する。</li><li>  抑圧[よくあつ]から 解放[かいほう]された。</li></ol>	<ol><li>Giải phóng con tin.</li><li>Giải phóng khỏi sự áp bức.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
 総合[そうごう]	そうごう	640	総合		[sound:yomichan_audio_そうごう_総合.mp3]	tổng hợp	TỔNG HỢP			 ＿ 的[てき]な、＿ 病院[びょういん]、＿ 大学[だいがく]、＿ 商社[しょうしゃ]<br>	<br>											<ol><li>  皆[みな]の 意見[いけん]を 総合[そうごう]して、 結論[けつろん]を 出[だ]す。</li></ol>	<ol><li>Tổng hợp ý kiến của mọi người và đưa ra kết luận.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-5.html	
