expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 単純[たんじゅん]な	たんじゅんな	841	単純な		[sound:yomichan_audio_たんじゅん_単純.mp3]	đơn giản	ĐƠN THUẦN			  単純[たんじゅん]さ、 単純[たんじゅん] 作業[さぎょう]、 単純[たんじゅん] 明快[めいかい]な<br>	<br>	  複雑[ふくざつ]な<br>	<br>	  簡単[かんたん]な、シンプルな、ただ、 単[たん]に<br>	<br>							<ol><li> この 機械[きかい]は 単純[たんじゅん]な 仕掛[しか]けで 働[はたら]く。</li><li>  同[おな]じ 作業[さぎょう]を 繰[く]り 返[かえ]す 単純[たんじゅん]な 仕事[しごと]。</li><li>  単純[たんじゅん]な｛ 仕組[しく]み/ 構造[こうぞう]/ 理屈[りくつ]/ 理論[りろん]/ 見方[みかた]…｝</li><li>  物事[ものごと]を 単純[たんじゅん]に 考[かんが]える。</li><li>  私[わたし]は 単純[たんじゅん]な 性格[せいかく]だから、お 世辞[せじ]でも 褒[ほ]められるとうれしい。</li><li>  単純[たんじゅん]な 人[ひと]</li><li>  彼[かれ]は 人[ひと]の 言[い]うことを 単純[たんじゅん]に 信[しん]じすぎる。</li><li> これは 単純[たんじゅん]に 私[わたし] 個人[こじん]の 問題[もんだい]だ。</li></ol>	<ol><li>Máy này có thể hoạt động bằng phương pháp đơn giản.</li><li>Đây là công việc lặp đi lặp lại những thao tác đơn giản giống nhau.</li><li></li><li>Suy nghĩ sự việc một cách đơn giản.</li><li>Tôi là người có tính cách đơn giản, chỉ là khen nịnh bợ thôi nhưng cũng vui.</li><li></li><li>Anh ấy tin lời người khác nói một cách quá đơn giản.</li><li>Đây đơn giản chỉ là vấn đề cá nhân của tôi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 純粋[じゅんすい]な	じゅんすいな	842	純粋な		[sound:yomichan_audio_じゅんすい_純粋.mp3]	trong sáng, thuần	THUẦN TÚY			  純粋[じゅんすい]さ、 純粋性[じゅんすいせい]、 純粋[じゅんすい] 培養[ばいよう]<br>	<br>	  不純[ふじゅん]な<br>	<br>			  清純[せいじゅん]な、 純情[じゅんじょう]な<br>	<br>					<ol><li> あの 人[ひと]は 純粋[じゅんすい]な 心[こころ]の 気持[きも]ちだ。</li><li>  純粋[じゅんすい]な｛ 人[ひと]/ 性格[せいかく]/ 気持[きも]ち…｝</li><li> この 話[はなし]は 純粋[じゅんすい]なフィクションだ。</li><li> 100％ 純粋[じゅんすい]な 水[みず]は 工業用[こうぎょうよう]として 用[もち]いられる。</li><li> 「これは 純粋[じゅんすい]にあなたのためを 思[おも]って 言[い]っているのです」</li></ol>	<ol><li>Người ấy có một tâm hồn đơn thuần.</li><li></li><li>Câu chuyện này đơn giản chỉ là sự tưởng tưởng.</li><li>Nước sạch 100% đang được sử dụng với tư cách là đồ dùng trong công nghiệp.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 透明[とうめい]な	とうめいな	843	透明な		[sound:yomichan_audio_とうめい_透明.mp3]	trong suốt	THẤU MINH			  透明[とうめい]さ、 透明性[とうめいせい]<br>	<br>	  不透明[ふとうめい]な<br>	<br>	  透[す]き 通[とお]った<br>	<br>							<ol><li>  水[みず]や 空気[くうき]は 無色[むしょく] 透明[とうめい]だ。</li><li>  透明[とうめい]な｛ 氷[こおり]/ガラス/プラスチック…｝</li></ol>	<ol><li>Nước và bầu trời trong suốt như không màu.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 爽[さわ]やかな	さわやかな	844	爽やかな		[sound:yomichan_audio_さわやか_爽やか.mp3]	dễ chịu; sảng khoái, tươi trẻ	SẢNG			 さわやかさ<br>	<br>			  爽快[そうかい]な<br>	<br>							<ol><li>  朝[あさ]の 空気[くうき]はさわやかだ。</li><li> さわやかな｛ 風[かぜ]/ 天気[てんき]/ 気分[きぶん]/ 味[あじ]…｝</li><li> さわやかな｛ 人[ひと]/ 人柄[ひとがら]/ 笑顔[えがお]/ 声[こえ]…｝</li><li> さわやかに 挨拶[あいさつ]する。</li></ol>	<ol><li>Bầu trời sáng sớm rất dễ chịu.</li><li></li><li></li><li>Chào hỏi một cách vui vẻ.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 素直[すなお]な	すなおな	845	素直な		[sound:yomichan_audio_undefined_素直なまま.mp3]	ngoan ngoãn, dễ bảo, dễ dàng	TỐ TRỰC			  素直[すなお]さ<br>	<br>	  頑固[がんこ]な、 反抗的[はんこうてき]な、ひねくれた<br>	<br>			  純情[じゅんじょう]な、 純真[じゅんしん]な、 従順[じゅうじゅん]な<br>	<br>					<ol><li> この 童話[どうわ]を 読[よ]むと、 子供[こども]のような 素直[すなお]な 気持[きも]ちになれる。</li><li>  素直[すなお]な｛ 人[ひと]/ 性格[せいかく]/ 心[こころ]/ 態度[たいど]…｝</li><li> いつも 反抗的[はんこうてき]な 学生[がくせい]が、 今日[きょう]は 素直[すなお]なだ。</li><li>  彼女[かのじょ]はいくら 自分[じぶん]は 悪[わる]くても 素直[すなお]に 認[みと]めない。</li><li>  優勝[ゆうしょう]したが、 試合[しあい]の 内容[ないよう]が 良[よ]くないので 素直[すなお]に 喜[よろこ]べない。</li></ol>	<ol><li>Đọc bài đồng dao này, tâm trạng tôi lại hồn nhiên như một đứa trẻ.</li><li></li><li>Đứa học sinh lúc nào cũng chống đối hôm nay lại ngoan ngoãn.</li><li>Cô ấy dù bản thân có xấu đến bao nhiêu cũng không thừa nhận một cách ngoan ngoãn.</li><li>Dù giành chiến thắng nhưng nội dung bài thi không tốt nên không thể vui mừng một cách thản nhiên được.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 率直[そっちょく]な	そっちょくな	846	率直な		[sound:yomichan_audio_そっちょく_率直.mp3]	trực tính, thẳng thắn	SUẤT TRỰC			  率直[そっちょく]さ<br>	<br>					  正直[しょうじき]な、 単刀直入[たんとうちょくにゅう]な<br>	<br>					<ol><li>  彼[かれ]は 率直[そっちょく]な 人[ひと]で、 言[い]うべきことをきちんと 言[い]う。</li><li>  率直[そっちょく]な｛ 考[かんが]え/ 感想[かんそう]/ 意見[いけん]/ 反応[はんのう]…｝</li><li>  率直[そっちょく]に｛ 話[はな]す/ 述[の]べる/ 詫[わ]びる…｝</li></ol>	<ol><li>Anh ấy là người thẳng thắn nên những lời nên nói sẽ nói một cách nghiêm túc.</li><li></li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 誠実[せいじつ]な	せいじつな	847	誠実な		[sound:yomichan_audio_せいじつ_誠実.mp3]	thành thực, thật thà	THÀNH THỰC			  誠実[せいじつ]さ<br>	<br>	  不誠実[ふせいじつ]な<br>	<br>			  真面目[まじめ]な<br>	<br>					<ol><li>  男女[だんじょ]とも、「 誠実[せいじつ]な 人[ひと]と 結婚[けっこん]したい」と 言[い]う 若者[わかもの]が 多[おお]い。</li><li>  誠実[せいじつ]な 人柄[ひとがら]</li></ol>	<ol><li>Dù trai hay gái, nhiều người trẻ muốn kết hôn với người trung thực.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 謙虚[けんきょ]な	けんきょな	848	謙虚な		[sound:yomichan_audio_けんきょ_謙虚.mp3]	khiêm tốn	KHIÊM HƯ	  謙虚[けんきょ]になる<br>	<br>	  謙虚[けんきょ]さ<br>	<br>											<ol><li>  彼[かれ]は 謙虚[けんきょ]な 人柄[ひとがら]だ。</li><li>  謙虚[けんきょ]な｛ 人[ひと]/ 気持[きも]ち/ 態度[たいど]/ 姿勢[しせい]…｝</li><li> 「 自分[じぶん]が 偉[えら]いと 思[おも]わず 謙虚[けんきょ]になりなさい」</li><li>  謙虚[けんきょ]に｛ 反省[はんせい]する/ 人[ひと]の 話[はなし]に 耳[みみ]を 傾[かたむ]ける…｝。</li></ol>	<ol><li>Cô ấy có tính cách khiêm tốn.</li><li></li><li>Không được nghĩ là mình vĩ đại, phải khiêm tốn đi.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 賢[かしこ]い	かしこい	849	賢い		[sound:yomichan_audio_かしこい_賢い.mp3]	thông minh, khôn ngoan	HIỀN			  賢[かしこ]さ<br>	<br>			  賢明[けんめい]な、 利口[りこう]な<br>	<br>							<ol><li> こんな 難[むずか]しい 話[はなし]が 理解[りかい]できるとは 賢[かしこ]い 子[こ]だ。</li><li>  物[もの]があふれているなら、 賢[かしこ]い 消費者[しょうひしゃ]にならなければいけない。</li></ol>	<ol><li>Vấn đề khó như thế mà có thể giải quyết được đúng là cậu bé thông minh.</li><li>Nếu hàng hóa tràn lan thì hãy là một người tiêu dùng thông minh.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
 慎重[しんちょう]な	しんちょうな	850	慎重な		[sound:yomichan_audio_しんちょう_慎重.mp3]	thận trọng	THẬN TRỌNG/TRÙNG			  慎重[しんちょう]さ<br>	<br>	  軽率[けいそつ]さ、 軽々[かるがる]しい<br>	<br>	  注意深[ちゅういぶか]い<br>	<br>	  優柔[ゆうじゅう] 不断[ふだん]な<br>	<br>					<ol><li>  私[わたし]は 慎重[しんちょう]な 性格[せいかく]なので、よく 考[かんが]えてからでなければ 行動[こうどう]しない。</li><li>  景気[けいき]の 回復[かいふく]について 専門家[せんもんか]は 慎重[しんちょう]な 見方[みかた]をしている。</li><li>  慎重[しんちょう]な｛ 人[ひと]/ 態度[たいど]/ 姿勢[しせい]/ 行動[こうどう]/やり 方[かた]/ 判断[はんだん]/ 対応[たいおう]…｝</li><li>  慎重[しんちょう]に｛ 考[かんが]える/ 選[えら]ぶ/ 扱[あつか]う…｝</li></ol>	<ol><li>Tôi là một người thận trọng nên sẽ suy nghĩ kĩ lưỡng mới hành động.</li><li>Các nhà chuyên môn đã thận trọng nhìn nhận về vấn đề khôi phục kinh tế.</li><li></li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-1.html	
