expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 照[て]らす	てらす	780	照らす		[sound:yomichan_audio_てらす_照らす.mp3]	chiếu sáng	CHIẾU			  照[て]らし 合[あ]わせる<br>	<br>					  照合[しょうごう]する<br>	<br>					<ol><li>  懐中[かいちゅう] 電灯[でんとう]で 足跡[あしあと]を 照[て]らしながら 夜道[よみち]を 歩[ある]いた。</li><li>  犯罪[はんざい]は、 法律[ほうりつ]に 照[て]らして 処分[しょぶん]される。</li></ol>	<ol><li>Ánh sáng của cột đèn điện vừa chiếu tôi vừa đi bộ trên con đường đêm tối.</li><li>Tội phạm bị xử lí theo pháp luật.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 染[そ]まる	そまる	781	染まる		[sound:yomichan_audio_そまる_染まる.mp3]	bị nhuộm, nhiễm	NHIỄM															<ol><li>  染料[せんりょう]で 布[ぬの]が 染[そ]まる。</li><li> この 染料[せんりょう]は 革[かわ]にもよく 染[そ]まる。</li><li>  恥[は]ずかしさで 頬[ほお]が 赤[あか]く 染[そ]まった。</li><li>  夕日[ゆうひ]に 染[そ]まった 部屋[へや]</li><li> ｛ 新[あたら]しい 思想[しそう]/ 土地[とち]の 風習[ふうしゅう]/ 悪[あく]…｝に 染[そ]まる。</li></ol>	<ol><li>Nhuộm vải bằng chất nhuộm.</li><li>Thuốc nhuộm này nhuôm tốt với vải da.</li><li>Do ngại nên đỏ ửng lên.</li><li>Phòng nhuộm bởi ánh nắng buổi chiều.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 染[そ]める	そめる	782	染める		[sound:yomichan_audio_そめる_染める.mp3]	nhuộm, nhiễm	NHIỄM											  手[て]を 染[そ]める<br><br>				<ol><li>  染料[せんりょう]で 布[ぬの]を 染[そ]める。</li><li>  白髪[はくはつ]を 黒[くろ]く 染[そ]める。</li><li>  夕焼[ゆうや]けが 空[そら]を 真[ま]っ 赤[か]に 染[そ]めた。</li><li>  恥[は]ずかしさで 頬[ほお]を 赤[あか]く 染[そ]めた。</li></ol>	<ol><li>Dùng thuốc nhuộm để nhuộm vải.</li><li>Nhuộm đen tóc bạc.</li><li>Ánh nắng buổi chiều nhuộm đỏ bầu trời.</li><li>Do ngại nên mặt đỏ lên.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
ダブる	ダブる	783	ダブる		[sound:yomichan_audio_ダブる.mp3]	nhân đôi, chồng chất										  重[かさ]なる、 二重[にじゅう]<br>	<br>			 ダブり<br>	<br>	<ol><li>  目[め]が 疲[つか]れてパソコンの 字[じ]がダブって 見[み]える。</li><li> うっかりして 同[おな]じ 日[ひ]に 予定[よてい]をダブって 入[い]れてしまった。</li></ol>	<ol><li>Do mỏi mắt nên nhìn chữ trên máy tính ra làm đôi.</li><li>Lơ đễnh cho đúp dự định vào cùng một ngày.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 憧[あこが]れる	あこがれる	784	憧れる		[sound:yomichan_audio_あこがれる_憧れる.mp3]	mong ước, mơ ước	SUNG/TRÁNG													  憧[あこが]れ→＿を 抱[いだ]く<br>	<br>	<ol><li> ｛プロの 選手[せんしゅ]/スター…｝にあこがれる。</li><li>  子供[こども]のころ、 田舎[いなか]に 住[す]んでいた 私[わたし]は 華[はな]やかな 都会[とかい]にあこがれていた。</li></ol>	<ol><li></li><li>Thời còn bé, một đứa sống ở nhà quê như tôi đã ao ước sống ở thành phố náo nhiệt.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 羨[うらや]む	うらやむ	785	羨む		[sound:yomichan_audio_うらやむ_羨む.mp3]	đố kỵ, ghen tị	TIỆN/TIỂN									 ねたむ<br>	<br>					<ol><li>  人[ひと]の 幸[しあわ]せをうらやんでも 仕方[しかた]がない。</li><li>  彼[かれ]は 宝[たから]くじに 当[あ]たって、 周[まわ]りから 裏[うら]やれている。</li></ol>	<ol><li>Dù có ghen tị với hạnh phúc của người khác cũng không còn cách nào khác.</li><li>Anh ấy trúng sổ số nên những người xung quanh ghen tị.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 諦[あきら]める	あきらめる	786	諦める		[sound:yomichan_audio_あきらめる_諦める.mp3]	từ bỏ	ĐẾ/ĐỀ							  断念[だんねん]<br>	<br>					 あきらめ→＿がいい＜＝＞ 悪[わる]い、＿がつく<br>	<br>	<ol><li>  大[おお]けがをして、プロのサッカーの 選手[せんしゅ]になる 夢[ゆめ]をあきらめた。</li></ol>	<ol><li>Bị thương nặng phải từ bỏ giấc mơ trở thành cầu thủ bóng đá chuyên nghiệp.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 呆[あき]れる	あきれる	787	呆れる		[sound:yomichan_audio_あきれる_呆れる.mp3]	bị shock, ngạc nhiên	BẢO			 あきれ 返[かえ]る<br>	<br>											<ol><li>  新[しん] 入[にゅう] 社員[しゃいん]があまりに 物[もの]を 知[し]らないので、あきれてしまった。</li><li>  彼[かれ]の 非常識[ひじょうしき]な 態度[たいど]にあきれた。</li><li>  試験[しけん]の 日[ひ]にちを 間違[まちが]えるとは、あきれてものも 言[い]えない。</li></ol>	<ol><li>Những nhân viên mới không biết nhiều nên đã bị sốc.</li><li>Bị sốc với thái độ bất lịch sự của anh ấy.</li><li>Sốc không thể nói gì với việc nhầm ngày thi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 恐[おそ]れる	おそれる	788	恐れる		[sound:yomichan_audio_おそれる_恐れる.mp3]	sợ, lo sợ, khủng khiếp, đáng sợ	KHỦNG							  怖[こわ]がる<br>	<br>					  恐[おそ]れ→＿を 抱[いだ]く、＿がある<br>	<br>	<ol><li>  動物[どうぶつ]は 火[ひ]を 恐[おそ]れる。</li><li> ｛ 敵[てき]/ 火事[かじ]/ 死[し]/ 人[ひと]の 目[め]…｝を 恐[おそ]れる。</li><li> 「 失敗[しっぱい]を 恐[おそ]れていて 何[なん]でもできないよ」</li><li>  病気[びょうき]が 悪化[あっか]するのではないかと 恐[おそ]れている。</li><li>  私[わたし]は 地震[じしん]が 恐[おそ]ろしくてたまらない。</li><li>  彼[かれ]は 恐[おそ]ろしい 顔[かお]で 私[わたし]を 見[み]た。</li><li>  地球[ちきゅう] 温暖化[おんだんか]がどこまで 進[すす]むと 恐[おそ]ろしい。</li></ol>	<ol><li>Động vật sợ lửa.</li><li></li><li>Nếu sợ thất bại thì không thể làm gì đâu.</li><li>Tôi lo sợ bệnh tình tiến triển xấu.</li><li>Tôi rất sợ động đất.</li><li>Anh ấy đã nhìn tôi bằng gương mặt đáng sợ.</li><li>Sự ấm lên toàn cầu tiến triển mọi nơi là điều đáng sợ.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 恨[うら]む	うらむ	789	恨む		[sound:yomichan_audio_うらむ_恨む.mp3]	hận, căm ghét, căm thù	HẬN									  憎[にく]む<br>	<br>			  恨[うら]み→＿を 持[も]つ、を 抱[いだ]く<br>	<br>	<ol><li>  私[わたし]は 今[いま]でも、 私[わたし]をいじめた 同級[どうきゅう]でいを 恨[うら]んでいる。</li></ol>	<ol><li>Đến giờ tôi vẫn ghét đứa đồng cấp đã bắt nạt tôi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
 慰[なぐさ]める	なぐさめる	790	慰める		[sound:yomichan_audio_なぐさめる_慰める.mp3]	an ủi, động viên	ÚY													  慰[なぐさ]め<br>	<br>	<ol><li>  失恋[しつれん]した 友達[ともだち]みんなで 慰[なぐさ]めた。</li><li>  音楽[おんがく]を 聞[き]くと 心[こころ]が 慰[なぐさ]められる。</li></ol>	<ol><li>Mọi người động viên đứa bạn thất tình.</li><li>Khi nghe nhạc thì tâm hồn được an ủi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-8-bai-9.html	
