expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 合理的[ごうりてき]な	ごうりてきな	867	合理的な		[sound:yomichan_audio_undefined_合理的な疑い.mp3]	hợp lý	HỢP LÍ ĐÍCH					  非合理的[ひごうりてき]な、 不合理[ふごうり]な、 非合理[ひごうり]な<br>	<br>			  合理性[ごうりせい]、 合理[ごうり] 主義[しゅぎ]、 効率的[こうりつてき]な、 合理化[ごうりか]<br>	<br>					<ol><li>  工場[こうじょう]の 生産[せいさん]ラインは 合理的[ごうりてき]に 作[つく]られている。</li><li>  合理的[ごうりてき]な｛ 方法[ほうほう]/ 設計[せっけい]…｝</li><li> 「その 考[かんが]えは 理屈[りくつ]に 合[あ]わない。もっと 合理的[ごうりてき]に 考[かんが]えなさい」</li><li>  合理的[ごうりてき]な｛ 考[かんが]え/ 判断[はんだん]/ 意見[いけん]…｝</li></ol>	<ol><li>Đường sản xuất của công ty được tạo ra một cách hợp lí.</li><li></li><li>Suy nghĩ này không logic, hãy suy nghĩ hợp lí hơn nữa.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 器用[きよう]な	きような	868	器用な		[sound:yomichan_audio_きよう_器用.mp3]	khéo léo, khéo tay	KHÍ DỤNG			  器用[きよう]さ<br>	<br>	  不器用[ぶきよう]な<br>	<br>									<ol><li>  彼女[かのじょ]は 手先[てさき]が 器用[きよう]で、アクセサリーを 全部[ぜんぶ] 手作[てづく]りしている。</li><li>  器用[きよう]に 世[よ]の 中[なか]を 渡[わた]る。</li><li>  器用[きよう]な 生[い]き 方[かた]</li></ol>	<ol><li>Cô ấy nhờ sự khéo tay đã làm toàn bộ trang sức bằng tay.</li><li>Sinh sống với sự khéo léo</li><li>Cách sống khéo léo.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 手軽[てがる]な	てがるな	869	手軽な		[sound:yomichan_audio_てがる_手軽.mp3]	nhẹ nhàng, đơn giản	THỦ KHINH			  手軽[てがる]さ<br>	<br>											<ol><li> ジョギングは 誰[だれ]でも 手軽[てがる]にできるスポーツだ。</li><li> レトルト 食品[しょくひん]は 手軽[てがる]に 食[た]べられて 便利[べんり]だ。</li></ol>	<ol><li>Môn chạy là môn mà ai cũng có thể làm được một cách đơn giản.</li><li>Món retoruto có thể ăn một cách đơn giản nên rất tiện lợi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 手頃[てごろ]な	てごろな	870	手頃な		[sound:yomichan_audio_てごろ_手ごろ.mp3]	phù hợp, vừa phải	THỦ KHOẢNH			  手[て]ごろさ<br>	<br>											<ol><li> この 店[みせ]では 手[て]ごろな 値段[ねだん]でおいしいフランス 料理[りょうり]が 食[た]べられる。</li><li> このゲームは 難[むずか]しすぎず、 初心者[しょしんしゃ]には 手[て]ごろだ。</li><li>  手[て]ごろな｛ 大[おお]きさ/ 厚[あつ]さ/ 重[おも]さ…｝</li></ol>	<ol><li>Cửa hàng này có giá cả phải chăng nên có thể ăn những món ăn ngon của nước Pháp. </li><li>Trò chơi này không quá khó nên hợp lí với người mới chơi.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 高価[こうか]な	こうかな	871	高価な		[sound:yomichan_audio_こうか_高価.mp3]	đắt giá	CAO GIÁ			  高価[こうか]さ<br>	<br>	  安価[あんか]さ<br>	<br>									<ol><li> この 博物館[はくぶつかん]には 世界[せかい] 一[いち] 高価[こうか]な 宝石[ほうせき]が 提示[ていじ]してある。</li><li>  高価[こうか]な｛ 品[しな]/プレゼント…｝</li></ol>	<ol><li>Ở bảo tàng này đang trưng bày một mẫu đá quý nhất thế giới.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 贅沢[ぜいたく]な	ぜいたくな	872	贅沢な		[sound:yomichan_audio_ぜいたく_贅沢.mp3]	sự xa xỉ, lãng phí	CHUẾ TRẠCH	 ＿をする、＿を 控[ひか]える、 贅沢[ぜいたく]に 使[つか]う<br>	<br>	  贅沢[ぜいたく]さ、 贅沢[ぜいたく] 品[ひん]<br>	<br>	  質素[しっそ]な<br>	<br>			  豪華[ごうか]な、 豊[ゆたか]な<br>	<br>					<ol><li>  贅沢[ぜいたく]な 暮[く]らしをしている。</li><li>  贅沢[ぜいたく]な｛ 料理[りょうり]/ 食事[しょくじ]/ 生活[せいかつ]…｝</li><li>  贅沢[ぜいたく]に｛ 暮[く]らす/ 育[そだ]つ…｝</li><li>  貧[まず]しいころは、お 正月[しょうがつ]にごちそうを 食[た]べるのが 年[ねん]に 一[いち] 度[ど]の 贅沢[ぜいたく]だった。</li><li> 「このクリームは 美容[びよう] 成分[せいぶん]を 贅沢[ぜいたく]に 使用[しよう]している」</li><li>  恵[めぐ]まれた 環境[かんきょう]で 何[なん]の 不自由[ふじゆう]もないのに、 毎日[まいにち]が 退屈[たいくつ]とは 贅沢[ぜいたく]な 悩[なや]みだ。</li></ol>	<ol><li>Sống cuộc sống xa hoa.</li><li></li><li></li><li>Thời còn nghèo khó, được ăn ngon vào ngày tết là một điều xa xỉ trong một năm.</li><li>Loại kem này đang sử dụng một cách xa xỉ những thành phần làm đẹp.</li><li>Không có gì là không tự do ở môi trường được trời phú vậy mà mỗi ngày chán nản là nỗi buồn phung phí nhất.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 豪華[ごうか]な	ごうかな	873	豪華な		[sound:yomichan_audio_ごうか_豪華.mp3]	hoành tráng, cao cấp	HÀO HOA			  豪華[ごうか]さ、 豪華[ごうか] 版[ばん]<br>	<br>	  質素[しっそ]な<br>	<br>			  贅沢[ぜいたく]な<br>	<br>					<ol><li>  客[きゃく]を500 人[にん] 招[まね]いて 豪華[ごうか]な 結婚[けっこん] 披露宴[ひろうえん]をした。</li><li>  豪華[ごうか]な｛ 家[いえ]/ 衣装[いしょう]/ 料理[りょうり]…｝</li><li>  今日[きょう]は 給料日[きゅうりょうび]だから、ちょっと 豪華[ごうか]にホテルで 食事[しょくじ]しよう。</li></ol>	<ol><li>Mời 500 khách và tổ chức một buổi tiệc kết hôn hoành tráng.</li><li></li><li>Hôm nay là ngày nhận lương nên đến khách sạn ăn sang chút nha.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 高級[こうきゅう]な	こうきゅうな	874	高級な		[sound:yomichan_audio_こうきゅう_高級.mp3]	cao cấp, chất lượng cao	CAO CẤP			  高級[こうきゅう]さ、 高級[こうきゅう]＋［ 名詞[めいし]］<br>	<br>					  一流[いちりゅう]、 上等[じょうとう]な<br>	<br>					<ol><li> ツバメの 巣[す]は 中華[ちゅうか] 料理[りょうり]はでは 高級[こうきゅう]な 食材[しょくざい]だ。</li></ol>	<ol><li>Tổ yến là nguyên liệu cao cấp để chế biến các món ăn trung hoa.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 上等[じょうとう]な	じょうとうな	875	上等な		[sound:yomichan_audio_じょうとう_上等.mp3]	thượng hạng, cao cấp, ưu tú	THƯỢNG ĐẲNG			  上等[じょうとう]さ<br>	<br>					  上質[じょうしつ]な、 高級[こうきゅう]な<br>	<br>					<ol><li>  上等[じょうとう]なお 菓子[かし]をお 土産[みやげ]にいただいた。</li><li>  上等[じょうとう]な｛ 品[しな]/コート/ワイン…｝</li><li>  優勝[ゆうしょう]は 難[むずか]しいだろう。3 位[い] 以内[いない]には 入[い]れれば 上等[じょうとう]だ。</li></ol>	<ol><li>Tôi được nhận quà ngon cao cấp làm quà.</li><li></li><li>Chiến thắng là rất khó khăn đúng không. Nếu nằm trong top 3 là rất siêu rồi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
 上品[じょうひん]な	じょうひんな	876	上品な		[sound:yomichan_audio_じょうひん_上品.mp3]	thượng phẩm, tao nhã, lịch sự	THƯỢNG PHẨM			  上品[じょうひん]さ<br>	<br>	  下品[げひん]な<br>	<br>	  品[ひん]がある<br>	<br>	  品[ひん]、 品性[ひんせい]、 気品[きひん]<br>	<br>					<ol><li>  彼女[かのじょ]はいつも 上品[じょうひん]な 服[ふく]を 着[き]ている。</li><li>  上品[じょうひん]に｛ 話[はな]す/ 食[た]べる/ふるまう…｝</li><li>  上品[じょうひん]な｛デザイン/ 味[あじ]/ 化粧[けしょう]/ 顔立[かおだ]ち/ 言葉[ことば] 遣[づか]い/ 話[はな]し 方[かた]/ 雰囲気[ふんいき]…｝</li></ol>	<ol><li>Cô ấy lúc nào cũng mang trang phục lịch sự.</li><li></li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-3.html	
