expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 正式[せいしき]な	せいしきな	853	正式な		[sound:yomichan_audio_せいしき_正式.mp3]	chính thức, trang trọng	CHÍNH THỨC			  正式[せいしき] 名称[めいしょう]、 正式[せいしき] 採用[さいよう]、 正式[せいしき] 発表[はっぴょう]<br>	<br>	  略式[りゃくしき]<br>	<br>			  公式[こうしき]、 本式[ほんしき]、 正規[せいき]、 本格的[ほんかくてき]な<br>	<br>					<ol><li>  日本[にほん]のお 札[さつ]の 正式[せいしき]な 名称[めいしょう]は「 日本[にほん] 銀行券[ぎんこうけん]」だ。</li><li> 3か 月[げつ]の 使用[しよう] 期間[きかん]を 経[へ]て、 正式[せいしき]に 社員[しゃいん]として 採用[さいよう]された。</li><li>  正式[せいしき]に「 手作[てづく]りする/ 発表[はっぴょう]する/ 習[なら]う/ 許可[きょか]する/ 認[みと]める/ 謝罪[しゃざい]する/ 離婚[りこん]する…｝</li></ol>	<ol><li>Tên gọi chính thức của tờ tiền Nhật là *Tiền giấy Nhật Bản*</li><li>Hết thời hạn 3 thánh thử việc, tôi đã được tuyển với tư cách là nhân viên chính thức.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 主[おも]な	おもな	854	主な		[sound:yomichan_audio_おもな_主な.mp3]	chính, chủ yếu	CHỦ							  主要[しゅよう]な<br>	<br>							<ol><li> 「 今日[きょう]の 主[おも]なニュースを 五[いつ]つお 伝[つた]えします」</li><li> この 車[くるま]は 主[おも]に 輸出用[ゆしゅつよう]に 作[つく]られている。</li><li>  作家[さっか]の 収入[しゅうにゅう]は 印税[いんぜい]が 主[おも]だ。</li></ol>	<ol><li>Hôm nay chúng tôi sẽ truyền tải 5 tin chính.</li><li>Xe ô tô này được sử dụng chủ yếu là chở hàng.</li><li>Thu nhập của tác giả chủ yếu là thuế in sách.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 主要[しゅよう]な	しゅような	855	主要な		[sound:yomichan_audio_しゅよう_主要.mp3]	chủ yếu, chính	CHỦ YÊU/YẾU			  主要[しゅよう]＋［ 名詞[めいし]］<br>	<br>			  主[おも]な<br>	<br>							<ol><li>  会[かい]の 主要[しゅよう]な 役員[やくいん]が 集[あつ]まって 今後[こんご]の 方針[ほうしん]を 議論[ぎろん]した。</li></ol>	<ol><li>Tập hợp những nhân viên chủ yếu trong cuộc họp để thảo luận phương châm sau đó.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 貴重[きちょう]な	きちょうな	856	貴重な		[sound:yomichan_audio_きちょう_貴重.mp3]	quý giá	QUÝ TRỌNG/TRÙNG			  貴重[きちょう]さ、 貴重品[きちょうひん]<br>	<br>											<ol><li>  留学[りゅうがく]と 言[い]う 貴重[きちょう]な 体験[たいけん]をした。</li><li> これは 大変[たいへん]な 数[かず]が 少[すく]ない 貴重[きちょう]な 品種[ひんしゅ]のチョウだ。</li></ol>	<ol><li>Du học là một trải nghiệm quý báu.</li><li>Đây là chủng loại bướm quý hiếm mà số lượng tồn tại rất là ít</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 偉大[いだい]な	いだいな	857	偉大な		[sound:yomichan_audio_undefined_偉大な生涯の物語.mp3]	vĩ đại	VĨ ĐẠI			  偉大[いだい]さ<br>	<br>					  立派[りっぱ]な、 素晴[すば]らしい<br>	<br>					<ol><li> アインシュタインは 科学[かがく]の 分野[ぶんや]で 偉大[いだい]な 功績[こうせき]をあげた。</li><li>  偉大[いだい]な｛ 人物[じんぶつ]/ 生涯[しょうがい]/ 業績[ぎょうせき]…｝</li></ol>	<ol><li>Einstein đã gặt hái được thành công vĩ đại trong lĩnh vực khoa học.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 偉[えら]い	えらい	858	偉い		[sound:yomichan_audio_えらい_偉い.mp3]	đáng nể, đáng ngưỡng mộ	VĨ			  偉[えら]さ<br>	<br>			  立派[りっぱ]な<br>	<br>							<ol><li>  卒業式[そつぎょうしき]には 市長[しちょう]や 大臣[だいじん]など 偉[えら]い 人[ひと]が 来[き]ていた。</li><li>  貧[まず]しい 人[ひと]を 助[たす]け 続[つづ]けた 彼女[かのじょ]は 偉[えら]いと 思[おも]う。</li></ol>	<ol><li>Trong lễ tốt nghiệp, những người vĩ đại như thị trưởng và thủ tướng cũng đã đến dự.</li><li>Tôi nghĩ cô ấy thật vĩ đại vì vẫn giúp đỡ những người nghèo.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 独特[どくとく]な	どくとくな	859	独特な		[sound:yomichan_audio_どくとく_独特.mp3]	độc nhất, đặc biệt	ĐỘC ĐẶC							  独自[どくじ]な、 特有[とくゆう]な、 固有[こゆう]な<br>	<br>							<ol><li> ブルーチーズには 独特[どくとく]な 香[かお]りがある。</li><li>  独特[どくとく]な｛ 方法[ほうほう]/ 表現[ひょうげん]/ 文体[ぶんたい]/ 考[かんが]え…｝</li></ol>	<ol><li>Phô mai xanh có hương vị rất độc đáo.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 特殊[とくしゅ]な	とくしゅな	860	特殊な		[sound:yomichan_audio_とくしゅ_特殊.mp3]	đặc thù, đặc biệt	ĐẶC THÙ			  特殊性[とくしゅせい]、 特殊[とくしゅ] 撮影[さつえい]<br>	<br>	  普通[ふつう]の、 一般的[いっぱんてき]な、 普遍的[ふへんてき]な<br>	<br>	  特別[とくべつ]な、 独特[どくとく]な<br>	<br>							<ol><li> この 仕事[しごと]には 特殊[とくしゅ]な 技能[ぎのう]が 必要[ひつよう]だ。</li><li>  特殊[とくしゅ]な｛ 物質[ぶっしつ]/ 能力[のうりょく]/ 職業[しょくぎょう]/ 事情[じじょう]…｝</li></ol>	<ol><li>Công việc này cần một kĩ năng đặc thù.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 奇妙[きみょう]な	きみょうな	861	奇妙な		[sound:yomichan_audio_undefined_奇妙な世界に.mp3]	kỳ lạ	KÌ DIỆU			  奇妙[きみょう]さ<br>	<br>			  妙[みょう]な、 変[へん]な<br>	<br>	  不思議[ふしぎ]な<br>	<br>					<ol><li> この 魚[さかな]は 奇妙[きみょう]な 形[かた]をしている。</li><li>  奇妙[きみょう]な｛ 人[ひと]/ 話[はなし]/ 出来事[できごと]…｝</li><li> 「 昨日[きのう]の 夜[よる]、 近所[きんじょ] 中[じゅう]の 猫[ねこ]がいっせいに 鳴[な]いたんですよ」「それは 奇妙[きみょう]ですね」</li></ol>	<ol><li>Con cá này có một hình thù kì lạ.</li><li></li><li>*Tối hôm qua, mèo toàn khu mình đồng loạt kêu đấy**Chuyện này kỉ thật nhỉ*</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
 妙[みょう]な	みょうな	862	妙な		[sound:yomichan_audio_たえなるしらべ_妙なる調べ.mp3]	lạ, tò mò	DIỆU							  奇妙[きみょう]な、 変[へん]な<br>	<br>	  不思議[ふしぎ]な<br>	<br>					<ol><li>  妙[みょう]なことに、 初[はじ]めて 来[き]たこの 場所[ばしょ]をなんだか 知[し]っているような 気[き]がする。</li><li>  私[わたし]と 彼女[かのじょ]は 性格[せいかく]も 育[そだ]った 環境[かんきょう]も 違[ちが]うが、 妙[みょう]に 気[き]が 合[あ]う。</li></ol>	<ol><li>Thật là kì lạ, lần đầu tiên đến nơi này nhưng tôi cứ cảm thấy như đã biết chút gì đó rồi.</li><li>Tôi và cô ấy tính cách và môi trường nuôi dưỡng cũng khác nhau nhưng kì lạ là rất hợp nhau.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-10-bai-2.html	
