expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 一段[いちだん]と	いちだんと	525	一段と		[sound:yomichan_audio_いちだんと_一段と.mp3]	hơn rất nhiều, hơn 1 bậc	NHẤT ĐOẠN							 さらに、 一層[いっそう]、もっと<br>	<br>							<ol><li> 1 月[がつ]になると、 寒[さむ]さは 一段[いちだん]と 厳[きび]しくなった。</li><li> 「 今日[きょう]はまた、 一段[いちだん]とお 美[うつく]しいですね」</li></ol>	<ol><li>Bước vào tháng 1, cái lạnh sẽ khắc nghiệt hơn nhiều.</li><li>Hôm nay, chị lại đẹp hơn nữa nhỉ.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
より	より	526	より		[sound:yomichan_audio_より.mp3]	hơn, hơn nữa								 さらに、もっと<br>	<br>							<ol><li> より 良[よ]い 未来[みらい]を 築[きず]くために、みんなで 力[ちから]を 合[あ]わせましょう。</li><li>  子供[こども]が 生[う]まれて、 夫婦[ふうふ]の 愛情[あいじょう]がより 深[ふか]まった。</li></ol>	<ol><li>Mọi người hãy cùng chung sức với nhau để xây dựng một tương lai tốt đẹp hơn.</li><li>Sau khi sinh con, tình cảm vợ chồng càng trở nên sâu đậm.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 結局[けっきょく]	けっきょく	527	結局		[sound:yomichan_audio_けっきょく_結局.mp3]	kết cuộc	KẾT CỤC															<ol><li> いろいろ 考[かんが]えて、 結局[けっきょく] 断[ことわ]ることにした。</li><li> 「｛ 結局[けっきょく]/ 結局[けっきょく]のところ｝、 何[なに]が 言[い]いたいのですか」</li></ol>	<ol><li>Tôi đã suy nghĩ rất nhiều và quyết định từ chối.</li><li>Rốt cuộc thì cậu muốn nói điều gì?</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 漸[ようや]く	ようやく	528	漸く		[sound:yomichan_audio_ようやく_漸く.mp3]	cuối cùng	TIỆM							 やっと、ついに<br>	<br>							<ol><li> 5 年[ねん]かかって、ようやく 橋[はし]が 完成[かんせい]した。</li><li> 60 歳[さい]を 過[す]ぎて、ようやく 暮[く]らしにも 少[すこ]し 余裕[よゆう]ができた。</li></ol>	<ol><li>Mất 5 năm, cuối cùng thì cây cầu cũng đã hoàn thành.</li><li>Qua tuổi 60, cuối cùng thì cuộc sống cũng có chút thảnh thơi.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 再[ふたた]び	ふたたび	529	再び		[sound:yomichan_audio_ふたたび_再び.mp3]	lại, lần nữa	TÁI															<ol><li> 1 年[ねん] 目[め]は 不合格[ふごうかく]だったので、 翌年[よくねん] 再[ふたた]び 受験[じゅけん]し、 今度[こんど]は 合格[ごうかく]した。</li><li>  彼女[かのじょ]は 再[ふたた]び 故郷[こきょう]に 戻[もど]ったのは、10 年後[ねんご]だった。</li></ol>	<ol><li>Năm thứ nhất thi trượt, năm nay thi lần nữa và đã đổ.</li><li>Lần mà cô ấy trở lại cố hương là 10 trước.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 忽[たちま]ち	たちまち	530	忽ち		[sound:yomichan_audio_たちまち_忽ち.mp3]	ngay lập tức, đột nhiên	HỐT							 すぐに<br>	<br>							<ol><li>  空[そら]が 暗[くら]くなったかと 思[おも]うと、たちまち 雨[あめ]が 降[ふ]り 始[はじ]めた。</li><li> コンサートのチケットはたちまちのうちに 売[う]り 切[き]れた。</li></ol>	<ol><li>Bầu trời tối lại, ngay lập tức trời bắt đầu mưa.</li><li>Vé của buổi hòa nhạc ngay lập tức đã được bán hết.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 今度[こんど]	こんど	531	今度		[sound:yomichan_audio_こんど_今度.mp3]	lần tới, lần sau, lần này	KIM ĐỘ							  今回[こんかい]、この 度[たび]<br> つぎ、 次回[じかい]<br>	<br><br>							<ol><li>  今度[こんど]できたレストランは、 味[あじ]がいいと 評判[ひょうばん]だ。</li><li>  今度[こんど]のクラスはレベルが 高[たか]いので 勉強[べんきょう]が 大変[たいへん]だ。</li><li>  今度[こんど]は 失敗[しっぱい]したが、 次[つぎ]は 成功[せいこう]させて 見[み]せる。</li><li>  今度[こんど]できる 店[みせ]はラーメン 屋[や]だそうだ。</li><li> 「 今度[こんど]みんなでキャンプに 行[い]かない？」</li><li>  今度[こんど]の 日曜[にちよう] 日[び]に 選挙[せんきょ]がある。</li><li>  何度[なんど]も 負[ま]けているので、 今度[こんど]こそ 勝[か]ちたい。</li><li> 「さっきは 私[わたし]がやったから、 今度[こんど]はあなたの 番[ばん]ですね」</li></ol>	<ol><li>Nhà hàng vừa mới hoàn thành được đánh giá là ngon đấy.</li><li>Cấp độ lớp học lần này cao quá nên học hành rất vất vả.</li><li>Lần này thất bại nhưng lần sau mình sẽ quyết thành công.</li><li>Cửa hàng sẽ xây dựng tới đây nghe nói là quán mì đấy.</li><li>Mọi người có muốn đi cắm trại tới đây không?</li><li>Chủ nhật tới có cuộc bầu cử.</li><li>Nhiều lần thất bại rồi, lần này nhất định thắng.</li><li>Lần trước tôi làm rồi lần này đến lượt bạn đấy.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 今後[こんご]	こんご	532	今後		[sound:yomichan_audio_こんご_今後.mp3]	sau này, từ nay về sau	KIM HẬU															<ol><li>  会社[かいしゃ]を 辞[や]めた。 今後[こんご]のことはまだ 何[なに]も 決[き]まっていない。</li><li> 「 今後[こんご]、このようなことがないように、 気[き]を 付[つ]けてください。」</li></ol>	<ol><li>Nghỉ công ty và sau đó làm gì tôi vẫn chưa quyết định.</li><li>Lần sau chú ý để không có chuyện như thế này nữa nhé.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 後[あと]に	あとに	533	後に		[sound:yomichan_audio_のちに_後に.mp3]	sau đó, tương lai	HẬU															<ol><li>  松本[まつもと]さんは 文学部[ぶんがくぶ]を 卒業[そつぎょう]した 後[のち]に、 医学[いがく] 部[ぶ]に 入[はい]り 直[なお]したそうだ。</li><li>  二人[ふたり]が 結婚[けっこん]したのは、 出会[であ]って3 年[ねん]｛のち/の 後[のち]｝だった。</li><li>  相対性[そうたいせい] 理論[りろん]はのちの 世[よ]に 大[おお]きな 影響[えいきょう]を 与[あた]えた。</li><li>  晴[は]れのち 曇[くも]り</li></ol>	<ol><li>Matsumoto sau khi tốt nghiệp ngành văn học sẽ vào học lại ngành y đấy.</li><li>Sau khi hẹn hò 3 năm hai người đã kết hôn.</li><li>Thuyết tương đối đã để lại một ảnh hưởng lớn đến xã hội sau này.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
 間[ま]も 無[な]く	まもなく	534	間も無く		[sound:yomichan_audio_まもなく_間もなく.mp3]	sắp; chẳng bao lâu nữa; sắp sửa	GIAN VÔ							 もうすぐ、すぐに<br>	<br>							<ol><li> 「まもなく 開演[かいえん]です。お 席[せき]にお 着[つ]きになってお 待[ま]ちください」</li><li> リンさんから、 帰国[きこく]してまもなく、 就職[しゅうしょく]が 決[き]まったというメールが 来[き]た。</li></ol>	<ol><li>Buổi biểu diễn sắp bắt đầu, quý khách vui lòng ổn định chỗ ngồi và chờ xem.</li><li>Không lâu sau khi Rin về nước, tôi đã nhận được tin nhắn tìm được việc từ cô ấy.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-6-bai-2.html	
