expression	reading	index	kanji	illu	audio	meaning	hanviet	lien	liennghia	hop	hopnghia	doi	doinghia	loai	loainghia	quan	quannghia	quans	quansnghia	danh	danhnghia	vidu	vidunghia	source	english
 人工[じんこう]	じんこう	599	人工		[sound:yomichan_audio_じんこう_人工.mp3]	nhân tạo	NHÂN CÔNG			 ＿ 呼吸[こきゅう]、＿ 衛星[えいせい]、＿ 着色料[ちゃくしょくりょう]、＿ 甘味料[かんみりょう]<br>	<br>	  自然[しぜん]、 天然[てんねん]<br>	<br>			  人造[じんぞう]<br>	<br>					<ol><li> このスキー 場[じょう]では 人口[じんこう]の 雪[ゆき]を 降[ふ]らせている。</li><li>  人口[じんこう]ダイヤモンドは 工業用[こうぎょうよう]に 使[つか]われる。</li></ol>	<ol><li>Bãi trượt tuyết này người ta làm tuyết rơi nhân tạo.</li><li>Kim cương nhân tạo được dùng trong các công ty.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 圧力[あつりょく]	あつりょく	600	圧力		[sound:yomichan_audio_あつりょく_圧力.mp3]	áp lực	ÁP LỰC	 ＿を 掛[か]ける、＿を 加[くわ]える<br>	<br>	 ＿ 団体[だんたい]<br>	<br>					  気圧[きあつ]、 圧縮[あっしゅく]、プレッシャー<br>	<br>					<ol><li>  空気[くうき]に 圧力[あつりょく]を 加[くわ]えて 圧縮[あっしゅく]する。</li><li>  相手[あいて]に 圧力[あつりょく]をかけて 従[したが]わせる。</li></ol>	<ol><li>Nén khí bằng cách gia tăng áp lực.</li><li>Gia tăng áp lực cho đối phương bắt phục tùng.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 刺激[しげき]	しげき	601	刺激		[sound:yomichan_audio_しげき_刺激.mp3]	kích thích, khiêu khích	THÍCH/THỨ KÍCH	 ＿を 与[あた]える＜＝＞ 受[う]ける、＿がある＜＝＞ない<br>	<br>	 ＿ 物[ぶつ]、＿ 臭[しゅう]、＿ 的[てき]な<br>	<br>											<ol><li>  筋肉[きんにく]で 電気[でんき]で 刺激[しげき]を 与[あた]えると、ぴくりと 働[はたら]く。</li><li> ゴルフの 好[す]きな 友達[ともだち]に 刺激[しげき]されて、 私[わたし]もゴルフを 始[はじ]めた。</li><li>  彼[かれ]は 今[いま] 感情[かんじょう]が 不安定[ふあんてい]だから、 刺激[しげき]しないほうがいい。</li></ol>	<ol><li>Kích thích cơ bắp bằng điện sẽ cử động giật giật.</li><li>Bị kích thích bởi đứa bạn thích chơi gôn, tôi cũng bắt đầu thích chơi môn này.</li><li>Bây giờ tình cảm anh ấy đang bất định không nên kích thích anh ấy sẽ tốt hơn.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 摩擦[まさつ]	まさつ	602	摩擦		[sound:yomichan_audio_まさつ_摩擦.mp3]	ma sát	MA SÁT			 ＿ 抵抗[ていこう]、 貿易[ぼうえき]＿、＿ 熱[ねつ]<br>	<br>											<ol><li>  木[き]の 枝[えだ]の 摩擦[まさつ]の 熱[ねつ]で 森林[しんりん] 火災[かさい]が 起[お]こった。</li><li>  会社[かいしゃ] 内[ない]で 絶[た]えず 摩擦[まさつ]が 起[お]きている。</li></ol>	<ol><li>Do nhiệt của sự ma sát các cành cây mà đã xảy ra cháy rừng.</li><li>Trong công ty không ngừng xảy ra ma sát, cạnh tranh nhau.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 立場[たちば]	たちば	603	立場		[sound:yomichan_audio_たちば_立場.mp3]	lập trường	LẬP TRƯỜNG	 ～＿に 立[た]つ、～＿をする、～＿に 置[お]かれる、～＿ 追[お]い 込[こ]まれる、 苦[くる]しい＿<br>	<br>													<ol><li>  自分[じぶん]の 意見[いけん]を 主張[しゅちょう]するだけではなく、 相手[あいて]の 立場[たちば]に 立[た]って 考[かんが]えてみることも 大切[たいせつ]だ。</li><li>  会議[かいぎ]で 上司[じょうし]に 反対[はんたい]の 立場[たちば]を 取[と]った。</li><li>  苦[くる]しい 立場[たちば]に 置[お]かれる。</li></ol>	<ol><li>Không chỉ chủ trương ý kiến của cá nhân mình, việc đứng vào trường hợp của người khác và suy nghĩ cũng là điều quan trọng.</li><li>Tại cuộc họp, đã có lập trường phản đối sếp.</li><li>Bị đặt vào trường hợp khó xử.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 役割[やくわり]	やくわり	604	役割		[sound:yomichan_audio_やくわり_役割.mp3]	vai trò	DỊCH CÁT	 ＿を 果[は]たす<br>	<br>	 ＿ 分担[ぶんたん]<br>	<br>			  役目[やくめ]<br>	<br>	  係[かかり]<br>	<br>					<ol><li>  仕事[しごと]の 役割[やくわり]を 決[き]める。</li><li>  親[おや]としての 役割[やくわり]を 果[は]たさない 親[おや]が 増[ふ]えているようだ。</li><li>  鉄道[てつどう]は 日本[にほん]の 近代化[きんだいか]に 大[おお]きな 役割[やくわり]を 果[は]たした。</li></ol>	<ol><li>Quyết định vai trò công việc.</li><li>Có vẻ những người cha mẹ không hoàn thành nhiệm vụ của mình đang tăng lên.</li><li>Đường sắt đã hoàn thành nhiệm vụ lớn đối với sự hiện đại hóa của Nhật Bản.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 分担[ぶんたん]	ぶんたん	605	分担		[sound:yomichan_audio_ぶんたん_分担.mp3]	chia sẻ	PHÂN ĐẢM			  役割[やくわり]＿<br>	<br>											<ol><li>  同僚[どうりょう]と 分担[ぶんたん]して 仕事[しごと]を 進[すす]めている。</li><li> ｛ 費用[ひよう]/ 作業[さぎょう]/ 役割[やくわり]…｝を 分担[ぶんたん]する。</li></ol>	<ol><li>Chia sẻ công việc với đồng nghiệp và tiến triển nó.</li><li></li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 担当[たんとう]	たんとう	606	担当		[sound:yomichan_audio_たんとう_担当.mp3]	chịu trách nhiệm, đảm đương	ĐẢM ĐƯƠNG/ĐÁNG			 ＿ 者[しゃ]<br>	<br>											<ol><li>  会社[かいしゃ]で 営業[えいぎょう]を 担当[たんとう]している。</li><li>  担当[たんとう]の 医師[いし]から 検査[けんさ] 結果[けっか]の 説明[せつめい]を 受[う]けた。</li><li> 「お 客様[きゃくさま]の 担当[たんとう]の 川本[かわもと]と 申[もう]します。よろしくお 願[ねが]いいたします」</li></ol>	<ol><li>Ở công ty đảm nhiệm việc kinh doanh.</li><li>Tôi đã nhận kết quả kiểm tra từ bác sĩ phụ trách.</li><li>Tôi là Kawamoto phụ trách khách hàng, rất mong được giúp đỡ.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 交代[こうたい]・ 交替[こうたい]	こうたい・こうたい	607	交代・交替		[sound:yomichan_audio_こうたい_交代.mp3]	thay phiên, thay đổi	GIAO ĐẠI GIAO THẾ			  世代[せだい] 交代[こうたい]、 選手[せんしゅ] 交代[こうたい]、 交代[こうたい] 制[せい]<br>	<br>											<ol><li>  首相[しゅしょう]が 交代[こうたい]した。</li><li> キーパーがA　 選手[せんしゅ]からB　 選手[せんしゅ]に｛ 交替[こうたい]/ 交代[こうたい]｝した。</li><li>  長距離[ちょうきょり]なので、 交代[こうたい]で 運転[うんてん]した。</li><li>  看護師[かんごし]は1 日[にち]3 交替制[こうたいせい]のことが 多[おお]い。</li></ol>	<ol><li>Thay đổi chính phủ.</li><li>Đã thay thủ môn B cho thủ môn A.</li><li>Vì khoảng cách xa nên đổi ca nhau để lái.</li><li>Nhiều y tá một ngày thay 3 ca.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
 代理[だいり]	だいり	608	代理		[sound:yomichan_audio_だいり_代理.mp3]	đại diện, đại lí	ĐẠI LÍ	 ～の＿をする<br>	<br>	 ＿ 人[にん]、＿ 出産[しゅっさん]、＿ 母[はは]<br>	<br>											<ol><li>  父[ちち]の 代理[だいり]で 親戚[しんせき]の 結婚式[けっこんしき]に 出席[しゅっせき]した。</li><li> この 店[みせ]では、 一番[いちばん] 先輩[せんぱい]の 店員[てんいん]が 店長[てんちょう]の 代理[だいり]をしている。</li></ol>	<ol><li>Tôi đại diện bố tham dự lễ kết hôn của người quen.</li><li>Ở cửa hàng này, nhân viên lớn tuổi nhất giữ vai trò như chủ cửa hàng.</li></ol>	https://www.vnjpclub.com/mimi-kara-n2-goi/unit-7-bai-2.html	
