cau	nghia	cautruc	giaithich	nguphap	nghianguphap	url
1.&nbsp;&nbsp;<ruby>長期<rp>（</rp><rt>ちょうき</rt><rp>）</rp></ruby><ruby>予防<rp>（</rp><rt>よぼう</rt><rp>）</rp></ruby>によると、<ruby>今年<rp>（</rp><rt>ことし</rt><rp>）</rp></ruby>の<ruby>夏<rp>（</rp><rt>なつ</rt><rp>）</rp></ruby>は<ruby>暑<rp>（</rp><rt>あつ</rt><rp>）</rp></ruby>いということだ。	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Theo dự báo trường kỳ, mùa hè năm nay sẽ nóng.	N/V/A chia về thể thông thường + ということだ	▲▽ Nghe nói là~	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
2.&nbsp;&nbsp;<ruby>医者<rp>（</rp><rt>いしゃ</rt><rp>）</rp></ruby>の<ruby>話<rp>（</rp><rt>はなし</rt><rp>）</rp></ruby>では、２カ<ruby>月<rp>（</rp><rt>げつ</rt><rp>）</rp></ruby>ぐらいで<ruby>退院<rp>（</rp><rt>たいいん</rt><rp>）</rp></ruby>できるだろうということだった。	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Theo câu chuyện của bác sĩ, rất có thể 2 tháng nữa tôi sẽ được xuất viện.	N/V/A chia về thể thông thường + ということだ	▲▽ Nghe nói là~	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
3.&nbsp;&nbsp;<ruby>東京駅<rp>（</rp><rt>とうきょうえき</rt><rp>）</rp></ruby>のあたりは<ruby>昔<rp>（</rp><rt>むかし</rt><rp>）</rp></ruby>は<ruby>海<rp>（</rp><rt>うみ</rt><rp>）</rp></ruby>だったということだ。	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Nghe nói khu vực ga Tokyo ngày xưa là biển.	N/V/A chia về thể thông thường + ということだ	▲▽ Nghe nói là~	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
4.&nbsp;&nbsp;「ニュースで<ruby>聞<rp>（</rp><rt>き</rt><rp>）</rp></ruby>いたのですが、<ruby>来年<rp>（</rp><rt>らいねん</rt><rp>）</rp></ruby>JRの<ruby>運賃<rp>（</rp><rt>うんちん</rt><rp>）</rp></ruby>が<ruby>値上<rp>（</rp><rt>ねあ</rt><rp>）</rp></ruby>げされるということですよ」	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Theo tin tức tôi nghe được thì năm sau xe điện của hãng JR sẽ tăng giá.	N/V/A chia về thể thông thường + ということだ	▲▽ Nghe nói là~	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
5.&nbsp;&nbsp;＊「さっき<ruby>電話<rp>（</rp><rt>でんわ</rt><rp>）</rp></ruby>があって、<ruby>山田<rp>（</rp><rt>やまだ</rt><rp>）</rp></ruby>さんはきょう<ruby>欠席<rp>（</rp><rt>けっせき</rt><rp>）</rp></ruby>するとのことです」	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;「Tôi nhận được điện thoại ít phút trước báo rằng anh Yamada phải nghỉ ngày hôm nay」	N/V/A chia về thể thông thường + ということだ	▲▽ Nghe nói là~	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
6.&nbsp;&nbsp;＊「お<ruby>嬢<rp>（</rp><rt>じょう</rt><rp>）</rp></ruby>さんが<ruby>大学<rp>（</rp><rt>だいがく</rt><rp>）</rp></ruby>に<ruby>合格<rp>（</rp><rt>ごうかく</rt><rp>）</rp></ruby>なさったとのこと、おめでとうございます」	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;「Tôi nghe nói con gái anh đã đỗ đại học. Xin chúc mừng」	N/V/A chia về thể thông thường + ということだ	▲▽ Nghe nói là~	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
1.&nbsp;&nbsp;<ruby>新聞<rp>（</rp><rt>しんぶん</rt><rp>）</rp></ruby>の<ruby>一面<rp>（</rp><rt>いちめん</rt><rp>）</rp></ruby>に<ruby>載<rp>（</rp><rt>の</rt><rp>）</rp></ruby>るということは、それが<ruby>大<rp>（</rp><rt>おお</rt><rp>）</rp></ruby>きなニュースであるということだ。	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Tin đăng kín một mặt của tờ báo là tin lớn.	N/V/A chia về thể thông thường + ということだ	▲▽ A = B, dùng định nghĩa, giải thích.	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
2.&nbsp;&nbsp;ビザがおりないということは、<ruby>相手国<rp>（</rp><rt>あいてこく</rt><rp>）</rp></ruby>に<ruby>入国<rp>（</rp><rt>にゅうこく</rt><rp>）</rp></ruby>できないということだ。	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Không có visa đồng nghĩa với không thể nhập cảnh nước ngoài.	N/V/A chia về thể thông thường + ということだ	▲▽ A = B, dùng định nghĩa, giải thích.	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
3.&nbsp;&nbsp;「<ruby>反対<rp>（</rp><rt>はんたい</rt><rp>）</rp></ruby><ruby>意見<rp>（</rp><rt>いけん</rt><rp>）</rp></ruby>が<ruby>出<rp>（</rp><rt>で</rt><rp>）</rp></ruby>ないということは、<ruby>皆<rp>（</rp><rt>みな</rt><rp>）</rp></ruby>さん<ruby>原案<rp>（</rp><rt>げんあん</rt><rp>）</rp></ruby>に<ruby>賛成<rp>（</rp><rt>さんせい</rt><rp>）</rp></ruby>ということですね」	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;「Không có ý kiến phản đối có nghĩa là mọi người đều tán thành đề án」	N/V/A chia về thể thông thường + ということだ	▲▽ A = B, dùng định nghĩa, giải thích.	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
4.&nbsp;&nbsp;＊「<ruby>来年<rp>（</rp><rt>らいねん</rt><rp>）</rp></ruby>はうるう<ruby>年<rp>（</rp><rt>どし</rt><rp>）</rp></ruby>ですね」「ということは、２<ruby>月<rp>（</rp><rt>がつ</rt><rp>）</rp></ruby>は２９<ruby>日<rp>（</rp><rt>にち</rt><rp>）</rp></ruby>まであるんですね」	&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;「Năm sau là năm nhuận nhỉ」「 Điều đó có nghĩa là tháng 2 có 29 ngày nhỉ」	N/V/A chia về thể thông thường + ということだ	▲▽ A = B, dùng định nghĩa, giải thích.	～ということだ		https://www.vnjpclub.com/mimi-kara-n3-bunpo/np-51.html
